#1
# BEV Profile
# ID: 57
# Created: 2023-08-24 13:57:45.469054
# This table contains boolean values. Each value is valid for the time interval until next data point.
float	data(581,3)
0	1	0.0
29640	0	0.0
51660	1	0.0376
116220	0	0.0
151260	1	0.233
198780	0	0.0
231180	1	0.2933
370800	0	0.0
401640	1	0.2382
455580	0	0.0
497220	1	0.1455
548760	0	0.0
569220	1	0.0538
631500	0	0.0
671460	1	0.042
718560	0	0.0
744720	1	0.122
802620	0	0.0
828420	1	0.3855
891720	0	0.0
922380	1	0.1928
977820	0	0.0
1008420	1	0.0815
1069560	0	0.0
1083000	1	0.2558
1244160	0	0.0
1263540	1	0.0689
1409580	0	0.0
1433580	1	0.106
1500960	0	0.0
1542360	1	0.2268
1579920	0	0.0
1605480	1	0.0983
1665000	0	0.0
1690140	1	0.1921
1844400	0	0.0
1872420	1	0.0356
1933500	0	0.0
1960320	1	0.232
2019240	0	0.0
2041200	1	0.2117
2197560	0	0.0
2227260	1	0.1854
2276820	0	0.0
2318460	1	0.1178
2362200	0	0.0
2397600	1	0.0691
2533920	0	0.0
2563620	1	0.1727
2621040	0	0.0
2651160	1	0.0424
2702880	0	0.0
2741400	1	0.0819
2801280	0	0.0
2819220	1	0.0521
2877060	0	0.0
2917260	1	0.2876
3138600	0	0.0
3166680	1	0.0769
3231780	0	0.0
3262260	1	0.1053
3314400	0	0.0
3350520	1	0.1532
3404520	0	0.0
3423540	1	0.0654
3481260	0	0.0
3507420	1	0.1815
3661680	0	0.0
3698100	1	0.0523
3833160	0	0.0
3859680	1	0.1273
3907080	0	0.0
3954600	1	0.0532
4000380	0	0.0
4041720	1	0.2307
4086660	0	0.0
4117980	1	0.1707
4258860	0	0.0
4297320	1	0.0476
4355520	0	0.0
4374480	1	0.1702
4517280	0	0.0
4548120	1	0.0615
4605480	0	0.0
4627380	1	0.2758
4693560	0	0.0
4726620	1	0.15
4864860	0	0.0
4898220	1	0.0612
4948380	0	0.0
4973760	1	0.0177
5043540	0	0.0
5078520	1	0.1814
5291940	0	0.0
5324040	1	0.1752
5385360	0	0.0
5428860	1	0.0737
5473020	0	0.0
5510820	1	0.0789
5552100	0	0.0
5588700	1	0.0407
5735040	0	0.0
5754300	1	0.1086
5814600	0	0.0
5843520	1	0.2061
5910540	0	0.0
5927040	1	0.2591
5986920	0	0.0
6009840	1	0.0171
6166860	0	0.0
6196080	1	0.1884
6254100	0	0.0
6277080	1	0.0594
6335280	0	0.0
6373920	1	0.1283
6421620	0	0.0
6448980	1	0.3017
6505200	0	0.0
6546660	1	0.0959
6769500	0	0.0
6794880	1	0.0332
6854820	0	0.0
6891300	1	0.232
6936120	0	0.0
6966900	1	0.1393
7025520	0	0.0
7066860	1	0.2018
7117200	0	0.0
7138620	1	0.2786
7198560	0	0.0
7224900	1	0.0692
7374000	0	0.0
7405740	1	0.0364
7463700	0	0.0
7485300	1	0.1589
7545660	0	0.0
7572060	1	0.1455
7627500	0	0.0
7660380	1	0.2449
7719900	0	0.0
7746780	1	0.0453
7804800	0	0.0
7836780	1	0.0798
7975500	0	0.0
7997760	1	0.1868
8062680	0	0.0
8085780	1	0.0577
8236680	0	0.0
8262120	1	0.0536
8329140	0	0.0
8345340	1	0.2247
8416140	0	0.0
8444460	1	0.0315
8580780	0	0.0
8617500	1	0.2016
8668980	0	0.0
8710020	1	0.4152
8757540	0	0.0
8785680	1	0.1486
8847780	0	0.0
8882220	1	0.0806
8934360	0	0.0
8952900	1	0.2091
9015900	0	0.0
9038880	1	0.1082
9187560	0	0.0
9232920	1	0.0423
9276540	0	0.0
9294240	1	0.0555
9357180	0	0.0
9380640	1	0.132
9447960	0	0.0
9469440	1	0.2522
9619320	0	0.0
9655080	1	0.0654
9789540	0	0.0
9808560	1	0.2177
9877860	0	0.0
9918840	1	0.2804
9962580	0	0.0
9994080	1	0.2037
10052400	0	0.0
10081200	1	0.1456
10135980	0	0.0
10168200	1	0.1889
10220460	0	0.0
10262700	1	0.0482
10399080	0	0.0
10415280	1	0.099
10483260	0	0.0
10511640	1	0.2123
10570800	0	0.0
10608360	1	0.0936
10653120	0	0.0
10688340	1	0.2396
10732680	0	0.0
10758960	1	0.1044
10837440	0	0.0
10858140	1	0.0219
10998780	0	0.0
11044200	1	0.0945
11084760	0	0.0
11111280	1	0.2304
11172780	0	0.0
11198880	1	0.1073
11260440	0	0.0
11284320	1	0.1143
11347140	0	0.0
11372820	1	0.0781
11437080	0	0.0
11472900	1	0.0444
11691000	0	0.0
11731620	1	0.0646
11785080	0	0.0
11800200	1	0.0188
11866620	0	0.0
11889120	1	0.3848
12036900	0	0.0
12069420	1	0.0257
12200100	0	0.0
12245880	1	0.3106
12384840	0	0.0
12408900	1	0.2234
12469920	0	0.0
12496980	1	0.1117
12553860	0	0.0
12589860	1	0.1128
12646320	0	0.0
12666480	1	0.0836
12726060	0	0.0
12748500	1	0.0515
12816840	0	0.0
12833280	1	0.0351
12989040	0	0.0
13018380	1	0.2769
13158060	0	0.0
13207320	1	0.0935
13244880	0	0.0
13280760	1	0.0169
13414980	0	0.0
13439700	1	0.065
13512300	0	0.0
13524060	1	0.0659
13678740	0	0.0
13704960	1	0.2152
13769640	0	0.0
13804740	1	0.2056
14022060	0	0.0
14048220	1	0.121
14107500	0	0.0
14142900	1	0.1125
14198160	0	0.0
14234400	1	0.2047
14278380	0	0.0
14312160	1	0.1369
14371980	0	0.0
14405580	1	0.393
14541180	0	0.0
14576160	1	0.0268
14629740	0	0.0
14653440	1	0.2472
14715780	0	0.0
14747400	1	0.0692
14804880	0	0.0
14850780	1	0.0944
14891580	0	0.0
14917140	1	0.2108
14977980	0	0.0
15002580	1	0.2687
15064680	0	0.0
15083280	1	0.0791
15146040	0	0.0
15173280	1	0.071
15242580	0	0.0
15265200	1	0.1161
15321060	0	0.0
15351120	1	0.1795
15404700	0	0.0
15444180	1	0.2586
