#1
# BEV Profile
# ID: 3
# Created: 2023-08-24 13:57:44.734681
# This table contains boolean values. Each value is valid for the time interval until next data point.
float	data(527,3)
0	1	0.0
26580	0	0.0
45600	1	0.0284
118380	0	0.0
152580	1	0.0368
193260	0	0.0
229560	1	0.0956
459600	0	0.0
485460	1	0.0495
549420	0	0.0
578640	1	0.0264
629520	0	0.0
663300	1	0.0339
717420	0	0.0
752940	1	0.1191
806220	0	0.0
830520	1	0.1334
895920	0	0.0
918360	1	0.0344
979680	0	0.0
1010100	1	0.0477
1329480	0	0.0
1359180	1	0.1265
1585140	0	0.0
1596480	1	0.1639
1925160	0	0.0
1951440	1	0.2209
2016960	0	0.0
2038860	1	0.0495
2100240	0	0.0
2131620	1	0.1053
2183340	0	0.0
2213700	1	0.0636
2271420	0	0.0
2299800	1	0.1351
2357400	0	0.0
2401080	1	0.0416
2449440	0	0.0
2470560	1	0.0669
2535780	0	0.0
2574480	1	0.0076
2712480	0	0.0
2732100	1	0.1005
2971320	0	0.0
2989020	1	0.082
3141780	0	0.0
3164640	1	0.097
3230700	0	0.0
3252660	1	0.0671
3313980	0	0.0
3361260	1	0.0051
3397980	0	0.0
3435420	1	0.0283
3481920	0	0.0
3515820	1	0.0879
3665940	0	0.0
3693780	1	0.072
3741900	0	0.0
3771900	1	0.1229
3829140	0	0.0
3858720	1	0.0865
3915480	0	0.0
3953520	1	0.0637
4003140	0	0.0
4023780	1	0.1314
4087680	0	0.0
4125840	1	0.1259
4343460	0	0.0
4376100	1	0.0873
4436760	0	0.0
4477500	1	0.0293
4517040	0	0.0
4545720	1	0.0938
4609860	0	0.0
4650540	1	0.1751
4864560	0	0.0
4896120	1	0.0372
4951320	0	0.0
4983480	1	0.0711
5046600	0	0.0
5074740	1	0.122
5131500	0	0.0
5172600	1	0.017
5302140	0	0.0
5314380	1	0.129
5565600	0	0.0
5585880	1	0.1352
5642520	0	0.0
5672880	1	0.0743
5729880	0	0.0
5760600	1	0.0807
5900580	0	0.0
5917020	1	0.0619
6078360	0	0.0
6088020	1	0.0698
6158460	0	0.0
6196740	1	0.0107
6340740	0	0.0
6362580	1	0.1146
6502200	0	0.0
6532740	1	0.1108
6589860	0	0.0
6614040	1	0.0573
6677040	0	0.0
6730860	1	0.044
6767520	0	0.0
6795600	1	0.1509
6939900	0	0.0
6970380	1	0.0634
7028940	0	0.0
7062960	1	0.0317
7115400	0	0.0
7152540	1	0.0564
7380360	0	0.0
7407360	1	0.1047
7461480	0	0.0
7478340	1	0.1005
7544880	0	0.0
7563240	1	0.0934
7633140	0	0.0
7661460	1	0.1159
7717020	0	0.0
7740360	1	0.022
7805640	0	0.0
7827180	1	0.1037
7978560	0	0.0
7999680	1	0.0623
8154780	0	0.0
8172420	1	0.0996
8239500	0	0.0
8263380	1	0.1632
8408820	0	0.0
8445120	1	0.0767
8499480	0	0.0
8518080	1	0.0711
8587140	0	0.0
8612100	1	0.0141
8665260	0	0.0
8697720	1	0.0714
8758740	0	0.0
8788740	1	0.1737
8831760	0	0.0
8874000	1	0.2085
8930100	0	0.0
8949780	1	0.1338
9102900	0	0.0
9131220	1	0.0551
9275460	0	0.0
9312060	1	0.0287
9360240	0	0.0
9384540	1	0.0759
9446700	0	0.0
9471540	1	0.0576
9534000	0	0.0
9570900	1	0.0181
9789660	0	0.0
9831900	1	0.1134
9874140	0	0.0
9904740	1	0.0562
9965640	0	0.0
9989280	1	0.1241
10054920	0	0.0
10074420	1	0.031
10134300	0	0.0
10166100	1	0.1188
10222560	0	0.0
10238880	1	0.0808
10398720	0	0.0
10426860	1	0.0279
10487040	0	0.0
10516440	1	0.0086
10573560	0	0.0
10599780	1	0.1071
10656660	0	0.0
10682460	1	0.0779
10741680	0	0.0
10778460	1	0.0318
10998000	0	0.0
11031600	1	0.1223
11084760	0	0.0
11119320	1	0.1677
11175600	0	0.0
11223660	1	0.187
11260920	0	0.0
11287080	1	0.0058
11345340	0	0.0
11377560	1	0.141
11429820	0	0.0
11453940	1	0.0634
11602500	0	0.0
11631960	1	0.1238
11693040	0	0.0
11734920	1	0.1576
11865600	0	0.0
11892000	1	0.0611
12214020	0	0.0
12239400	1	0.0562
12301320	0	0.0
12328860	1	0.1161
12389580	0	0.0
12397020	1	0.1214
