#1
# BEV Profile
# ID: 36
# Created: 2023-08-24 13:57:45.172179
# This table contains boolean values. Each value is valid for the time interval until next data point.
float	data(547,3)
0	1	0.0
33180	0	0.0
62100	1	0.1521
112980	0	0.0
148440	1	0.4452
199260	0	0.0
217320	1	0.0626
278880	0	0.0
318780	1	0.2259
375060	0	0.0
416220	1	0.0825
722820	0	0.0
737280	1	0.1502
888960	0	0.0
922380	1	0.372
975780	0	0.0
1001400	1	0.1962
1066560	0	0.0
1092600	1	0.3933
1241640	0	0.0
1263960	1	0.0739
1321380	0	0.0
1352880	1	0.0751
1496220	0	0.0
1527540	1	0.2385
1584960	0	0.0
1617420	1	0.3503
1677420	0	0.0
1701120	1	0.3114
1841640	0	0.0
1876500	1	0.0146
2099280	0	0.0
2123820	1	0.1182
2191620	0	0.0
2208660	1	0.3528
2270940	0	0.0
2304180	1	0.1491
2359560	0	0.0
2371440	1	0.0716
2449680	0	0.0
2485380	1	0.0491
2534820	0	0.0
2562480	1	0.361
2618940	0	0.0
2647500	1	0.1232
2704200	0	0.0
2737260	1	0.2941
2787240	0	0.0
2824320	1	0.1535
2878260	0	0.0
2909160	1	0.1759
3136680	0	0.0
3158280	1	0.3551
3227760	0	0.0
3258660	1	0.2958
3311880	0	0.0
3340980	1	0.1413
3398820	0	0.0
3428700	1	0.3728
3482760	0	0.0
3515880	1	0.1843
3575040	0	0.0
3605100	1	0.0655
3654960	0	0.0
3678060	1	0.1373
3832320	0	0.0
3863280	1	0.494
3913860	0	0.0
3952320	1	0.2737
4000860	0	0.0
4028940	1	0.3183
4259880	0	0.0
4293780	1	0.0817
4347420	0	0.0
4386840	1	0.139
4436580	0	0.0
4462020	1	0.4063
4527540	0	0.0
4561200	1	0.2933
4606260	0	0.0
4618440	1	0.3038
4687680	0	0.0
4731180	1	0.0468
4776960	0	0.0
4804080	1	0.1357
4869480	0	0.0
4910880	1	0.0628
4954380	0	0.0
4990020	1	0.4514
5212020	0	0.0
5245620	1	0.2982
5299140	0	0.0
5329560	1	0.0952
5392140	0	0.0
5416440	1	0.0965
5472600	0	0.0
5506140	1	0.1912
5646240	0	0.0
5674860	1	0.267
5735700	0	0.0
5742300	1	0.1783
5817840	0	0.0
5847780	1	0.1849
5908500	0	0.0
5936820	1	0.1781
6075780	0	0.0
6104460	1	0.2105
6166020	0	0.0
6187320	1	0.2283
6255240	0	0.0
6275100	1	0.0738
6339300	0	0.0
6372000	1	0.1914
6420300	0	0.0
6452700	1	0.1106
6508440	0	0.0
6532080	1	0.1952
6595380	0	0.0
6625560	1	0.1645
6674940	0	0.0
6709500	1	0.0745
6773400	0	0.0
6793560	1	0.1467
6851640	0	0.0
6890700	1	0.1209
6945180	0	0.0
6970800	1	0.179
7029000	0	0.0
7056840	1	0.5191
7112640	0	0.0
7147380	1	0.5
7373640	0	0.0
7395720	1	0.2951
7458900	0	0.0
7489200	1	0.164
7550940	0	0.0
7571160	1	0.3953
7635240	0	0.0
7658160	1	0.5002
7717800	0	0.0
7737120	1	0.3656
7890480	0	0.0
7911060	1	0.097
7980900	0	0.0
8006880	1	0.6152
8061300	0	0.0
8107380	1	0.2337
8147580	0	0.0
8170800	1	0.2575
8237100	0	0.0
8262600	1	0.1852
8319780	0	0.0
8358000	1	0.1293
8581380	0	0.0
8608740	1	0.7021
8662440	0	0.0
8698320	1	0.3982
8762220	0	0.0
8781300	1	0.4473
8841240	0	0.0
8868900	1	0.4588
8932920	0	0.0
8956740	1	0.2579
9190140	0	0.0
9220020	1	0.3765
9271200	0	0.0
9303960	1	0.1409
9359460	0	0.0
9396960	1	0.4696
9443640	0	0.0
9478140	1	0.3535
9531180	0	0.0
9559200	1	0.3723
9620040	0	0.0
9658260	1	0.1197
9788880	0	0.0
9832320	1	0.4529
9878520	0	0.0
9908760	1	0.5219
9966780	0	0.0
9992160	1	0.1753
10051260	0	0.0
10075980	1	0.292
10140420	0	0.0
10180140	1	0.1735
10310460	0	0.0
10333080	1	0.0307
10402740	0	0.0
10425900	1	0.5147
10483500	0	0.0
10519860	1	0.3427
10575000	0	0.0
10596540	1	0.3739
10659420	0	0.0
10689840	1	0.0973
10735200	0	0.0
10764360	1	0.0238
10824960	0	0.0
10861860	1	0.0433
11085960	0	0.0
11117640	1	0.0964
11175360	0	0.0
11214300	1	0.3768
11348400	0	0.0
11364720	1	0.2395
11436060	0	0.0
11444040	1	0.0358
11608980	0	0.0
11643600	1	0.3722
11699820	0	0.0
11724180	1	0.0252
11782920	0	0.0
11812620	1	0.2433
11862480	0	0.0
11882280	1	0.2045
11948580	0	0.0
11973000	1	0.2736
12209160	0	0.0
12244260	1	0.2485
12300720	0	0.0
12325680	1	0.3586
12385560	0	0.0
12416820	1	0.4475
12467400	0	0.0
12501780	1	0.2878
12552960	0	0.0
12595200	1	0.4382
12726420	0	0.0
12759540	1	0.124
12901680	0	0.0
12928680	1	0.1416
12981600	0	0.0
13022340	1	0.3219
13078320	0	0.0
13106880	1	0.241
13158240	0	0.0
13187580	1	0.2551
13342320	0	0.0
13365960	1	0.1605
13505460	0	0.0
13537980	1	0.1727
13595040	0	0.0
13634640	1	0.1674
13678620	0	0.0
13694040	1	0.3313
13762620	0	0.0
13796520	1	0.0837
14021760	0	0.0
14062860	1	0.1372
14114760	0	0.0
14138940	1	0.2846
14198460	0	0.0
14218260	1	0.518
14285640	0	0.0
14321400	1	0.1197
