#1
# BEV Profile
# ID: 100
# Created: 2023-08-24 13:57:46.015935
# This table contains boolean values. Each value is valid for the time interval until next data point.
float	data(535,3)
0	1	0.0
29880	0	0.0
64860	1	0.0214
117120	0	0.0
141120	1	0.2526
461040	0	0.0
492960	1	0.2066
549180	0	0.0
579960	1	0.0786
718800	0	0.0
747840	1	0.1495
807120	0	0.0
832800	1	0.1091
890880	0	0.0
935460	1	0.1001
975060	0	0.0
1013460	1	0.1412
1064040	0	0.0
1100100	1	0.1262
1151460	0	0.0
1174440	1	0.0792
1316160	0	0.0
1359480	1	0.1223
1417140	0	0.0
1428300	1	0.0975
1583880	0	0.0
1615860	1	0.3031
1670700	0	0.0
1697820	1	0.1356
1841880	0	0.0
1864440	1	0.0886
1923780	0	0.0
1961820	1	0.2153
2014680	0	0.0
2048460	1	0.1884
2101680	0	0.0
2135160	1	0.2541
2275080	0	0.0
2292900	1	0.1374
2445240	0	0.0
2490180	1	0.0445
2535240	0	0.0
2570160	1	0.0592
2624400	0	0.0
2649180	1	0.2824
2709060	0	0.0
2740200	1	0.151
2786820	0	0.0
2827440	1	0.095
2879400	0	0.0
2903160	1	0.0848
3056700	0	0.0
3074880	1	0.0918
3147600	0	0.0
3175320	1	0.3577
3226320	0	0.0
3251940	1	0.0835
3313080	0	0.0
3344280	1	0.0955
3395160	0	0.0
3435360	1	0.2024
3482760	0	0.0
3505260	1	0.0767
3569760	0	0.0
3601620	1	0.0933
3661200	0	0.0
3695280	1	0.0739
3828180	0	0.0
3856140	1	0.1547
3998820	0	0.0
4021380	1	0.144
4090080	0	0.0
4129200	1	0.0612
4177140	0	0.0
4201440	1	0.0476
4256520	0	0.0
4290660	1	0.1105
4351200	0	0.0
4370760	1	0.2188
4437600	0	0.0
4468860	1	0.1529
4522140	0	0.0
4554660	1	0.0333
4612080	0	0.0
4643580	1	0.287
4690980	0	0.0
4719660	1	0.0254
4780440	0	0.0
4797900	1	0.0229
4963260	0	0.0
4983120	1	0.0841
5037600	0	0.0
5077020	1	0.1061
5121840	0	0.0
5159400	1	0.0557
5211900	0	0.0
5250660	1	0.0627
5386860	0	0.0
5421120	1	0.0716
5561400	0	0.0
5587020	1	0.2168
5643720	0	0.0
5671500	1	0.351
5821440	0	0.0
5849160	1	0.2034
5906100	0	0.0
5932560	1	0.0682
6163200	0	0.0
6181140	1	0.0435
6246960	0	0.0
6282600	1	0.1192
6337740	0	0.0
6371940	1	0.3851
6419580	0	0.0
6450600	1	0.1514
6510720	0	0.0
6546180	1	0.1105
6597600	0	0.0
6625260	1	0.0669
6773040	0	0.0
6792600	1	0.0535
6857400	0	0.0
6891240	1	0.1701
6938340	0	0.0
6961680	1	0.3727
7026000	0	0.0
7051740	1	0.1394
7114860	0	0.0
7154340	1	0.2407
7197120	0	0.0
7227060	1	0.0072
7372560	0	0.0
7400880	1	0.2098
7455660	0	0.0
7492860	1	0.0809
7544940	0	0.0
7574220	1	0.3083
7634400	0	0.0
7654320	1	0.1405
7719360	0	0.0
7761720	1	0.276
7892040	0	0.0
7924380	1	0.0771
7975620	0	0.0
8011500	1	0.1285
8147820	0	0.0
8178420	1	0.0978
8238840	0	0.0
8268300	1	0.1588
8321400	0	0.0
8351700	1	0.1611
8666100	0	0.0
8708820	1	0.1741
8843340	0	0.0
8862840	1	0.086
8928660	0	0.0
8956560	1	0.4125
9012600	0	0.0
9049800	1	0.0144
9276480	0	0.0
9299220	1	0.1595
9361440	0	0.0
9392700	1	0.1673
9531360	0	0.0
9570360	1	0.314
9794520	0	0.0
9818160	1	0.1819
9876540	0	0.0
9907020	1	0.1271
9966300	0	0.0
9973740	1	0.1975
10050660	0	0.0
10082700	1	0.1678
10133460	0	0.0
10169100	1	0.0806
10309080	0	0.0
10347000	1	0.0978
10391640	0	0.0
10418040	1	0.2013
10484760	0	0.0
10499520	1	0.091
10572900	0	0.0
10604820	1	0.1612
10667580	0	0.0
10680180	1	0.1475
10742640	0	0.0
10769220	1	0.2936
10830240	0	0.0
10865880	1	0.1197
10914000	0	0.0
10943880	1	0.0381
10996020	0	0.0
11017500	1	0.1336
11084820	0	0.0
11117400	1	0.2464
11167020	0	0.0
11196840	1	0.1166
11266200	0	0.0
11296020	1	0.2976
11347740	0	0.0
11374920	1	0.1735
11428020	0	0.0
11462820	1	0.0393
11525280	0	0.0
11552280	1	0.0848
11605260	0	0.0
11636040	1	0.1904
11693220	0	0.0
11726460	1	0.1311
11948220	0	0.0
11976720	1	0.2005
12212220	0	0.0
12254280	1	0.0849
12300420	0	0.0
12325320	1	0.1012
12383400	0	0.0
12422100	1	0.1398
12471240	0	0.0
12509700	1	0.1978
12559800	0	0.0
12581220	1	0.1549
12726840	0	0.0
12755640	1	0.0646
12824400	0	0.0
12853800	1	0.2461
12901800	0	0.0
12932940	1	0.161
12991800	0	0.0
13019340	1	0.1796
13070820	0	0.0
13112820	1	0.1593
13162620	0	0.0
13178700	1	0.2929
13249320	0	0.0
13278600	1	0.0948
13418340	0	0.0
13439280	1	0.2946
13503840	0	0.0
13531740	1	0.1419
13591560	0	0.0
13619040	1	0.2369
13765440	0	0.0
13802220	1	0.1923
13852440	0	0.0
13877100	1	0.0542
13938720	0	0.0
13963740	1	0.0785
14028240	0	0.0
14051820	1	0.1887
14108340	0	0.0
14135520	1	0.1132
14202300	0	0.0
14216820	1	0.0778
14288280	0	0.0
14309520	1	0.026
14368320	0	0.0
14410740	1	0.2788
14547000	0	0.0
14582100	1	0.1013
14718840	0	0.0
14743380	1	0.1299
14804100	0	0.0
14834880	1	0.1676
14891340	0	0.0
14920080	1	0.2503
14967840	0	0.0
15005100	1	0.1281
15064140	0	0.0
15103560	1	0.0912
15237300	0	0.0
15261240	1	0.0774
15313860	0	0.0
15350820	1	0.3065
15412140	0	0.0
15438480	1	0.0996
15491100	0	0.0
15541380	1	0.0492
15840300	0	0.0
15848940	1	0.2566
15924060	0	0.0
15953040	1	0.0802
16013280	0	0.0
16039620	1	0.2916
16090980	0	0.0
16124880	1	0.1823
16189140	0	0.0
16219320	1	0.2739
16443240	0	0.0
16481700	1	0.1575
16622640	0	0.0
16659780	1	0.1466
16788600	0	0.0
16816500	1	0.191
16964160	0	0.0
16979580	1	0.0367
17224740	0	0.0
17253540	1	0.2069
17311140	0	0.0
17333040	1	0.0469
17389980	0	0.0
17421600	1	0.1065
17480820	0	0.0
17496600	1	0.0103
17569920	0	0.0
17605860	1	0.1012
17651280	0	0.0
17677740	1	0.1672
17743320	0	0.0
17767560	1	0.1978
17826480	0	0.0
17847720	1	0.2145
17914440	0	0.0
17941620	1	0.2316
18002820	0	0.0
18031320	1	0.0526
18265680	0	0.0
18280440	1	0.1739
18344460	0	0.0
18380820	1	0.0167
18433980	0	0.0
18477000	1	0.0613
18520980	0	0.0
18555360	1	0.2564
18599040	0	0.0
18646380	1	0.0776
18782880	0	0.0
18810360	1	0.0713
18861480	0	0.0
18891720	1	0.2148
18948060	0	0.0
18975600	1	0.0803
19029480	0	0.0
19066800	1	0.1194
19120260	0	0.0
19145760	1	0.1498
19212120	0	0.0
19236720	1	0.0874
