#1
# BEV Profile
# ID: 138
# Created: 2023-08-24 13:57:46.515970
# This table contains boolean values. Each value is valid for the time interval until next data point.
float	data(559,3)
0	1	0.0
198300	0	0.0
223080	1	0.0542
291660	0	0.0
321120	1	0.142
372360	0	0.0
399300	1	0.1718
456060	0	0.0
487200	1	0.0652
548940	0	0.0
572280	1	0.0877
638340	0	0.0
662100	1	0.0428
727800	0	0.0
753420	1	0.138
807060	0	0.0
831840	1	0.0692
983460	0	0.0
1004760	1	0.2339
1063440	0	0.0
1083360	1	0.127
1150860	0	0.0
1178100	1	0.0342
1322100	0	0.0
1348380	1	0.1848
1412400	0	0.0
1442520	1	0.1713
1497120	0	0.0
1522980	1	0.107
1583100	0	0.0
1615140	1	0.0584
1668420	0	0.0
1695660	1	0.0448
1754340	0	0.0
1782660	1	0.0344
1927980	0	0.0
1969020	1	0.061
2014740	0	0.0
2044920	1	0.2312
2184360	0	0.0
2221380	1	0.054
2455260	0	0.0
2470620	1	0.0214
2529240	0	0.0
2560260	1	0.0726
2798040	0	0.0
2818920	1	0.0661
2878680	0	0.0
2923380	1	0.197
2966580	0	0.0
2977980	1	0.0282
3057420	0	0.0
3080280	1	0.0753
3136500	0	0.0
3166860	1	0.1031
3224700	0	0.0
3263280	1	0.2419
3316620	0	0.0
3339600	1	0.1137
3396060	0	0.0
3418260	1	0.1721
3482220	0	0.0
3515880	1	0.1357
3568080	0	0.0
3599760	1	0.0618
3655140	0	0.0
3691620	1	0.0762
3746460	0	0.0
3770520	1	0.0858
3831780	0	0.0
3869400	1	0.2325
3918720	0	0.0
3958320	1	0.0649
3999960	0	0.0
4029120	1	0.0707
4173180	0	0.0
4207020	1	0.0585
4257420	0	0.0
4284180	1	0.0768
4352220	0	0.0
4385640	1	0.1511
4431300	0	0.0
4460160	1	0.1261
4519260	0	0.0
4546680	1	0.0407
4611240	0	0.0
4624740	1	0.1541
4692900	0	0.0
4716360	1	0.1113
4953060	0	0.0
4974000	1	0.1064
5041740	0	0.0
5076120	1	0.1125
5123760	0	0.0
5154840	1	0.0869
5208180	0	0.0
5249760	1	0.1511
5301000	0	0.0
5321940	1	0.058
5388480	0	0.0
5425440	1	0.0428
5648460	0	0.0
5690940	1	0.0964
5733360	0	0.0
5763180	1	0.0822
5898840	0	0.0
5925600	1	0.0411
5996340	0	0.0
6019200	1	0.0256
6083220	0	0.0
6105300	1	0.0841
6251100	0	0.0
6271740	1	0.1118
6334200	0	0.0
6354120	1	0.0462
6429360	0	0.0
6447000	1	0.2616
6514740	0	0.0
6537780	1	0.1764
6588720	0	0.0
6629760	1	0.0911
6768840	0	0.0
6785340	1	0.0769
6937680	0	0.0
6960960	1	0.1321
7023420	0	0.0
7046940	1	0.155
