#1
# BEV Profile
# ID: 124
# Created: 2023-08-24 13:57:46.344083
# This table contains boolean values. Each value is valid for the time interval until next data point.
float	data(519,3)
0	1	0.0
28560	0	0.0
69480	1	0.0508
117480	0	0.0
140100	1	0.0751
201720	0	0.0
247680	1	0.1184
283200	0	0.0
317340	1	0.0482
718140	0	0.0
741180	1	0.1118
803760	0	0.0
819060	1	0.1805
890400	0	0.0
919500	1	0.0339
1059660	0	0.0
1098420	1	0.0409
1323300	0	0.0
1348920	1	0.0823
1409760	0	0.0
1446960	1	0.0389
1586760	0	0.0
1617840	1	0.12
1671600	0	0.0
1692240	1	0.037
1755240	0	0.0
1769580	1	0.0051
1845540	0	0.0
1863960	1	0.0208
1930680	0	0.0
1959540	1	0.157
2015340	0	0.0
2048520	1	0.1896
2106840	0	0.0
2141580	1	0.0325
2193420	0	0.0
2223660	1	0.1132
2360940	0	0.0
2398260	1	0.0364
2453280	0	0.0
2478900	1	0.0377
2538960	0	0.0
2560920	1	0.1192
2625780	0	0.0
2635740	1	0.1215
2704260	0	0.0
2745360	1	0.1293
2794440	0	0.0
2805720	1	0.0727
2871900	0	0.0
2899860	1	0.0669
3050160	0	0.0
3088740	1	0.0953
3140760	0	0.0
3166980	1	0.0864
3224700	0	0.0
3256920	1	0.0984
3312000	0	0.0
3347820	1	0.0172
3390300	0	0.0
3420780	1	0.1208
3481440	0	0.0
3519300	1	0.0865
3571680	0	0.0
3602940	1	0.0063
3654420	0	0.0
3684780	1	0.0286
3738240	0	0.0
3769140	1	0.0769
3836460	0	0.0
3852840	1	0.0608
3916440	0	0.0
3929760	1	0.1441
4090500	0	0.0
4106640	1	0.0611
4257360	0	0.0
4288320	1	0.0695
4347780	0	0.0
4396860	1	0.0613
4442460	0	0.0
4464660	1	0.1216
4611180	0	0.0
4633440	1	0.1113
5033940	0	0.0
5067480	1	0.0851
5124960	0	0.0
5146620	1	0.1116
5215200	0	0.0
5243400	1	0.068
5474580	0	0.0
5498220	1	0.0537
5642640	0	0.0
5681160	1	0.1588
5734920	0	0.0
5757240	1	0.0872
5820360	0	0.0
5854320	1	0.0796
5907960	0	0.0
5933580	1	0.086
6161040	0	0.0
6202260	1	0.0869
6248040	0	0.0
6271980	1	0.1145
6338640	0	0.0
6360300	1	0.0259
6415680	0	0.0
6445380	1	0.0497
6508200	0	0.0
6540000	1	0.0302
6596040	0	0.0
6632040	1	0.0635
6680640	0	0.0
6703320	1	0.0462
6856380	0	0.0
6882960	1	0.0763
6938940	0	0.0
6964320	1	0.0197
7032420	0	0.0
7060620	1	0.2332
7113660	0	0.0
7141980	1	0.1018
7199220	0	0.0
7235880	1	0.023
7290240	0	0.0
7303560	1	0.0198
7373580	0	0.0
7402440	1	0.0935
7464780	0	0.0
7496040	1	0.1193
7548180	0	0.0
7573560	1	0.0986
7633560	0	0.0
7661820	1	0.0929
7896000	0	0.0
7918680	1	0.0336
8063820	0	0.0
8103840	1	0.0818
8152020	0	0.0
8181000	1	0.1197
8241120	0	0.0
8259660	1	0.0242
8324520	0	0.0
8359500	1	0.0822
8406420	0	0.0
8439480	1	0.0068
8489760	0	0.0
8528700	1	0.0474
8588040	0	0.0
8612220	1	0.0941
8667120	0	0.0
8693580	1	0.0866
8750280	0	0.0
8777460	1	0.1231
9016380	0	0.0
9050820	1	0.044
9185100	0	0.0
9227640	1	0.0391
9268380	0	0.0
9304680	1	0.0299
9359880	0	0.0
9394560	1	0.1236
9448320	0	0.0
9481380	1	0.0263
9530640	0	0.0
9557760	1	0.1207
9795360	0	0.0
9825180	1	0.0922
10051980	0	0.0
10080060	1	0.1119
10132380	0	0.0
10173420	1	0.0549
10306200	0	0.0
10332000	1	0.0569
10394700	0	0.0
10443360	1	0.185
10488720	0	0.0
10512540	1	0.1601
10571520	0	0.0
10592700	1	0.1204
10651440	0	0.0
10692660	1	0.0377
10914000	0	0.0
10950120	1	0.0416
11001180	0	0.0
11023920	1	0.1469
11089320	0	0.0
11117040	1	0.0867
11175000	0	0.0
11201460	1	0.1297
11259600	0	0.0
11284380	1	0.0955
11349060	0	0.0
11377800	1	0.0627
11441460	0	0.0
11452980	1	0.0544
11692080	0	0.0
11706900	1	0.0781
11774640	0	0.0
11816940	1	0.0636
11868300	0	0.0
11885940	1	0.0944
11952660	0	0.0
11988840	1	0.0649
12038340	0	0.0
12072960	1	0.0439
12127200	0	0.0
12149760	1	0.053
12216120	0	0.0
12257280	1	0.0953
12467820	0	0.0
12491040	1	0.0685
12552780	0	0.0
12588060	1	0.1017
12732960	0	0.0
12749700	1	0.0469
12814320	0	0.0
12855000	1	0.0442
13072140	0	0.0
13095300	1	0.1096
13157220	0	0.0
13184880	1	0.0869
13242600	0	0.0
13284300	1	0.0405
13506180	0	0.0
13540560	1	0.0122
13594500	0	0.0
13632420	1	0.1823
13940580	0	0.0
13959720	1	0.0242
14022840	0	0.0
14060220	1	0.006
14203680	0	0.0
14221260	1	0.1089
14370960	0	0.0
14392140	1	0.1106
14630040	0	0.0
14669880	1	0.0945
14719200	0	0.0
14747280	1	0.1129
14804280	0	0.0
14837460	1	0.0472
14881500	0	0.0
14920680	1	0.1822
14973240	0	0.0
14989260	1	0.037
15066720	0	0.0
15082560	1	0.0244
15239640	0	0.0
15260400	1	0.0456
15317040	0	0.0
