#1
# BEV Profile
# ID: 61
# Created: 2023-08-24 13:57:45.531556
# This table contains boolean values. Each value is valid for the time interval until next data point.
float	data(519,3)
0	1	0.0
110820	0	0.0
145440	1	0.1217
285420	0	0.0
304920	1	0.0573
371640	0	0.0
404820	1	0.1301
462600	0	0.0
494820	1	0.1914
550860	0	0.0
575400	1	0.025
641100	0	0.0
669000	1	0.0195
710820	0	0.0
746640	1	0.1101
809160	0	0.0
824580	1	0.2752
973800	0	0.0
1002840	1	0.0996
1063200	0	0.0
1099080	1	0.2809
1154880	0	0.0
1173060	1	0.0127
1327080	0	0.0
1360740	1	0.0808
1414140	0	0.0
1442400	1	0.224
1492740	0	0.0
1521240	1	0.1916
1586520	0	0.0
1622880	1	0.0892
1678500	0	0.0
1702440	1	0.1486
1853280	0	0.0
1876680	1	0.0581
2008380	0	0.0
2042760	1	0.2599
2102460	0	0.0
2139540	1	0.0207
2366160	0	0.0
2393640	1	0.0504
2446980	0	0.0
2487420	1	0.0231
2536200	0	0.0
2551740	1	0.197
2620080	0	0.0
2657160	1	0.2356
2706780	0	0.0
2731380	1	0.0654
2793960	0	0.0
2813700	1	0.1408
2878440	0	0.0
2899800	1	0.091
3141240	0	0.0
3171540	1	0.0508
3222420	0	0.0
3252480	1	0.1131
3398700	0	0.0
3437040	1	0.1457
3475260	0	0.0
3514920	1	0.1019
3652320	0	0.0
3688800	1	0.053
3744480	0	0.0
3770100	1	0.1175
3831720	0	0.0
3862440	1	0.0692
3914520	0	0.0
3949860	1	0.1228
4006980	0	0.0
4038960	1	0.2371
4096620	0	0.0
4127640	1	0.1937
4182420	0	0.0
4199760	1	0.0612
4357560	0	0.0
4390140	1	0.0716
4518780	0	0.0
4555260	1	0.1009
4609860	0	0.0
4640220	1	0.0571
4776420	0	0.0
4813200	1	0.0166
4869120	0	0.0
4889760	1	0.0485
5127360	0	0.0
5158260	1	0.1479
5211960	0	0.0
5234100	1	0.2117
5380740	0	0.0
5412720	1	0.0592
5477340	0	0.0
5516460	1	0.0438
5551860	0	0.0
5583360	1	0.1443
5643180	0	0.0
5676300	1	0.088
5729160	0	0.0
5754300	1	0.0704
5817540	0	0.0
5848440	1	0.1074
5897940	0	0.0
5955300	1	0.2018
6159660	0	0.0
6194160	1	0.2061
6333060	0	0.0
6378060	1	0.0342
6422580	0	0.0
6454260	1	0.1171
6508740	0	0.0
6534360	1	0.1114
6596640	0	0.0
6630840	1	0.04
6684420	0	0.0
6732660	1	0.0139
6769740	0	0.0
6786720	1	0.1489
6938640	0	0.0
6973260	1	0.0264
7019520	0	0.0
7052940	1	0.0834
7114140	0	0.0
7145880	1	0.062
7200300	0	0.0
7243440	1	0.0379
7284540	0	0.0
7317720	1	0.0181
7367580	0	0.0
7399320	1	0.0697
7465260	0	0.0
7493160	1	0.2291
7542420	0	0.0
7570200	1	0.2012
7630560	0	0.0
7665120	1	0.1079
7718520	0	0.0
7752000	1	0.1852
7809660	0	0.0
7846680	1	0.0236
8056320	0	0.0
8087160	1	0.1009
8146800	0	0.0
8191440	1	0.1979
8234580	0	0.0
8253960	1	0.1413
8324640	0	0.0
8353200	1	0.1126
8497920	0	0.0
8521860	1	0.0428
8581980	0	0.0
8613660	1	0.175
8671440	0	0.0
8694000	1	0.1105
8757120	0	0.0
8779320	1	0.2775
8839320	0	0.0
8860080	1	0.1831
8925840	0	0.0
8947500	1	0.14
9191160	0	0.0
