#1
# BEV Profile
# ID: 92
# Created: 2023-08-24 13:57:45.922179
# This table contains boolean values. Each value is valid for the time interval until next data point.
float	data(513,3)
0	1	0.0
114420	0	0.0
132900	1	0.2964
291660	0	0.0
314640	1	0.6228
375960	0	0.0
401460	1	0.2402
454800	0	0.0
481260	1	0.2721
550380	0	0.0
588600	1	0.1397
725640	0	0.0
747540	1	0.3578
801960	0	0.0
832620	1	0.294
899100	0	0.0
916080	1	0.1906
973620	0	0.0
999000	1	0.0178
1069740	0	0.0
1087140	1	0.6235
1327140	0	0.0
1351440	1	0.3995
1407240	0	0.0
1421700	1	0.1104
1498140	0	0.0
1524180	1	0.3145
1575900	0	0.0
1613460	1	0.1956
1668600	0	0.0
1695060	1	0.1898
1757640	0	0.0
1785120	1	0.1122
1843560	0	0.0
1867560	1	0.1325
2012280	0	0.0
2037480	1	0.1266
2195640	0	0.0
2206380	1	0.1922
2279100	0	0.0
2304600	1	0.6025
2366100	0	0.0
2402220	1	0.1344
2535900	0	0.0
2557440	1	0.2027
2623680	0	0.0
2653860	1	0.2617
2792520	0	0.0
2830440	1	0.2085
2879220	0	0.0
2916720	1	0.3201
2965260	0	0.0
2999160	1	0.0394
3138180	0	0.0
3159660	1	0.2983
3227340	0	0.0
3245460	1	0.2947
3312900	0	0.0
3336720	1	0.4609
3400260	0	0.0
3417300	1	0.1663
3481260	0	0.0
3506880	1	0.3866
3747300	0	0.0
3777300	1	0.3264
3828600	0	0.0
3836820	1	0.305
3925440	0	0.0
3934500	1	0.2815
3995460	0	0.0
4023060	1	0.1128
4089120	0	0.0
4138200	1	0.1762
4257180	0	0.0
4296060	1	0.0854
4350840	0	0.0
4389300	1	0.0635
4439580	0	0.0
4463280	1	0.2801
4519620	0	0.0
4559520	1	0.2376
4609740	0	0.0
4639320	1	0.1651
4689660	0	0.0
4719840	1	0.1587
4865760	0	0.0
4906680	1	0.1085
4953120	0	0.0
4988100	1	0.2827
5041140	0	0.0
5058780	1	0.7253
5130120	0	0.0
5158800	1	0.3128
5214120	0	0.0
5240340	1	0.2557
5298300	0	0.0
5343480	1	0.3139
5550600	0	0.0
5598180	1	0.6794
5647140	0	0.0
5682300	1	0.2266
5729940	0	0.0
5760300	1	0.4122
5901360	0	0.0
5931840	1	0.1876
5990460	0	0.0
6015900	1	0.1042
6162360	0	0.0
6203100	1	0.412
6335520	0	0.0
6367860	1	0.2636
6415440	0	0.0
6440220	1	0.161
6507540	0	0.0
6540300	1	0.0244
6595200	0	0.0
6632040	1	0.1804
6682620	0	0.0
6704820	1	0.2078
6764520	0	0.0
6791580	1	0.3381
6853200	0	0.0
6886140	1	0.1968
6939720	0	0.0
6964800	1	0.5296
7024620	0	0.0
7057980	1	0.4286
7105500	0	0.0
7148520	1	0.1886
7282680	0	0.0
7317000	1	0.1599
7373760	0	0.0
7390740	1	0.192
7546500	0	0.0
7587000	1	0.0534
7629480	0	0.0
7654380	1	0.337
7715520	0	0.0
7757580	1	0.1921
7979160	0	0.0
8005920	1	0.3203
8066280	0	0.0
8098920	1	0.1647
8490720	0	0.0
8521140	1	0.1749
8586720	0	0.0
8608440	1	0.4317
8669040	0	0.0
8700480	1	0.6035
8842260	0	0.0
8876520	1	0.2341
8928660	0	0.0
8953980	1	0.1931
9275700	0	0.0
9302100	1	0.3332
9363780	0	0.0
9378480	1	0.2618
9448500	0	0.0
9471960	1	0.1475
9532680	0	0.0
9554940	1	0.5984
9789120	0	0.0
9821220	1	0.1124
9881100	0	0.0
9915600	1	0.2391
10051740	0	0.0
10087260	1	0.3195
10141020	0	0.0
10172340	1	0.197
10304820	0	0.0
10340700	1	0.1254
10567740	0	0.0
10584840	1	0.331
10655820	0	0.0
10701360	1	0.3279
10742520	0	0.0
10770720	1	0.1552
10916220	0	0.0
10951920	1	0.2574
11000940	0	0.0
11031000	1	0.4265
11089440	0	0.0
11116080	1	0.122
11171220	0	0.0
11206500	1	0.2474
11257920	0	0.0
11281260	1	0.2792
11431800	0	0.0
11466960	1	0.159
11604600	0	0.0
11640240	1	0.1016
11697000	0	0.0
11722560	1	0.1444
11777340	0	0.0
11808060	1	0.4859
11869440	0	0.0
11894400	1	0.2419
11954760	0	0.0
11976720	1	0.3672
12212940	0	0.0
12249720	1	0.3886
12379320	0	0.0
12398580	1	0.394
12466080	0	0.0
12496920	1	0.299
12647700	0	0.0
12674640	1	0.1353
12732180	0	0.0
12755220	1	0.0701
12821880	0	0.0
12842040	1	0.3075
12902760	0	0.0
12937440	1	0.2172
12991560	0	0.0
13028160	1	0.2376
13078800	0	0.0
13090380	1	0.2887
13251480	0	0.0
13278240	1	0.1552
13341180	0	0.0
13376280	1	0.1693
13498740	0	0.0
13514460	1	0.1691
13676760	0	0.0
13700940	1	0.4362
13769340	0	0.0
13800060	1	0.1798
13857660	0	0.0
13879740	1	0.0605
13940340	0	0.0
13972020	1	0.0883
14108340	0	0.0
14139840	1	0.2281
14199420	0	0.0
14230680	1	0.0652
14379120	0	0.0
14403000	1	0.256
14626680	0	0.0
14667540	1	0.3471
14796720	0	0.0
14843820	1	0.1896
15064980	0	0.0
15089820	1	0.1378
15233400	0	0.0
15268980	1	0.3413
15320340	0	0.0
15331320	1	0.1565
15576840	0	0.0
15615600	1	0.4739
15751680	0	0.0
15784020	1	0.1206
15840300	0	0.0
15870960	1	0.2004
15930540	0	0.0
15960960	1	0.0893
16009800	0	0.0
16039320	1	0.06
16098420	0	0.0
16135020	1	0.3345
16178400	0	0.0
16203600	1	0.5286
16355580	0	0.0
16393380	1	0.0576
16450200	0	0.0
16465860	1	0.3741
16534680	0	0.0
16562880	1	0.5061
16617300	0	0.0
16645860	1	0.393
16703100	0	0.0
16742040	1	0.458
16794000	0	0.0
16818780	1	0.2706
16872120	0	0.0
16911720	1	0.1776
16964460	0	0.0
16999680	1	0.1014
17042460	0	0.0
17083800	1	0.2411
17311740	0	0.0
17349060	1	0.3429
17394660	0	0.0
17432160	1	0.2386
17483040	0	0.0
17515500	1	0.0409
17657040	0	0.0
17691240	1	0.0447
17747880	0	0.0
17758620	1	0.1521
18087720	0	0.0
18111840	1	0.1524
18254100	0	0.0
18279060	1	0.3305
18345960	0	0.0
18381900	1	0.2207
18433260	0	0.0
18468840	1	0.417
18514440	0	0.0
18562500	1	0.2039
18609840	0	0.0
18643140	1	0.277
18692160	0	0.0
18722040	1	0.0266
18784020	0	0.0
18817860	1	0.1241
18869760	0	0.0
18888900	1	0.4253
18950340	0	0.0
18990540	1	0.1446
19037160	0	0.0
19064280	1	0.3346
19122420	0	0.0
19162260	1	0.448
19208700	0	0.0
19236840	1	0.4045
