#1
# BEV Profile
# ID: 27
# Created: 2023-08-24 13:57:45.062806
# This table contains boolean values. Each value is valid for the time interval until next data point.
float	data(521,3)
0	1	0.0
121800	0	0.0
155400	1	0.0229
209640	0	0.0
228900	1	0.0941
374280	0	0.0
404700	1	0.15
455640	0	0.0
482400	1	0.1947
548820	0	0.0
579000	1	0.0316
629760	0	0.0
641280	1	0.0157
717720	0	0.0
752820	1	0.1302
889260	0	0.0
917040	1	0.1887
974220	0	0.0
1019400	1	0.1151
1062540	0	0.0
1092180	1	0.0641
1149600	0	0.0
1188540	1	0.0502
1241100	0	0.0
1271940	1	0.0814
1326840	0	0.0
1354200	1	0.2294
1409220	0	0.0
1435560	1	0.1038
1500360	0	0.0
1532340	1	0.2652
1593240	0	0.0
1617240	1	0.2612
1665780	0	0.0
1699620	1	0.1511
1756500	0	0.0
1777080	1	0.0508
1934640	0	0.0
1947060	1	0.1331
2021400	0	0.0
2046720	1	0.3218
2099100	0	0.0
2122560	1	0.0653
2188680	0	0.0
2207880	1	0.2956
2537880	0	0.0
2566680	1	0.0966
2618280	0	0.0
2634720	1	0.1531
2704920	0	0.0
2746080	1	0.047
2791260	0	0.0
2819700	1	0.1837
2880660	0	0.0
2913840	1	0.2177
3049440	0	0.0
3082200	1	0.0225
3137400	0	0.0
3177180	1	0.0355
3230880	0	0.0
3243960	1	0.2312
3395160	0	0.0
3417660	1	0.1861
3487200	0	0.0
3508260	1	0.0598
3739140	0	0.0
3784800	1	0.1505
3832140	0	0.0
3852720	1	0.1689
3918660	0	0.0
3942780	1	0.1759
4011300	0	0.0
4017720	1	0.1131
4086960	0	0.0
4124820	1	0.0901
4170960	0	0.0
4212000	1	0.0584
4263420	0	0.0
4298760	1	0.0653
4349940	0	0.0
4374780	1	0.0305
4437960	0	0.0
4471500	1	0.135
4521120	0	0.0
4544160	1	0.1639
4608420	0	0.0
4634100	1	0.0758
4690020	0	0.0
4724940	1	0.0717
4784220	0	0.0
4812660	1	0.0617
4872480	0	0.0
4900260	1	0.0292
5042400	0	0.0
5073960	1	0.0813
5125320	0	0.0
5155080	1	0.0594
5383800	0	0.0
5417400	1	0.0463
5474880	0	0.0
5509980	1	0.0983
5561280	0	0.0
5589480	1	0.1961
5642340	0	0.0
5665020	1	0.1922
5730900	0	0.0
5745480	1	0.1442
5811060	0	0.0
5855040	1	0.0492
5906520	0	0.0
5921640	1	0.0657
6161940	0	0.0
6184440	1	0.1364
6255060	0	0.0
6277800	1	0.1298
6335760	0	0.0
6368160	1	0.0909
6418860	0	0.0
6450420	1	0.06
6504360	0	0.0
6552720	1	0.1192
6593640	0	0.0
6631200	1	0.0135
6679920	0	0.0
6715740	1	0.0316
6764340	0	0.0
6803520	1	0.1354
6853380	0	0.0
6878580	1	0.0635
6937680	0	0.0
6967380	1	0.0788
7028760	0	0.0
7054380	1	0.139
7117020	0	0.0
7143060	1	0.0448
7203480	0	0.0
7218360	1	0.0293
7370340	0	0.0
7393620	1	0.2148
7457700	0	0.0
7488420	1	0.08
7537620	0	0.0
7566660	1	0.1828
7635420	0	0.0
7664820	1	0.0734
7716480	0	0.0
7756260	1	0.1647
7798440	0	0.0
7834380	1	0.0774
7974180	0	0.0
8001780	1	0.116
8071440	0	0.0
8096760	1	0.1803
8152260	0	0.0
8182680	1	0.0322
8232060	0	0.0
8273760	1	0.0526
8320200	0	0.0
8342460	1	0.0262
8583000	0	0.0
8621040	1	0.1413
8670240	0	0.0
8690940	1	0.0721
8757960	0	0.0
8789160	1	0.11
8838480	0	0.0
8873160	1	0.3582
8931780	0	0.0
8951940	1	0.2784
9101100	0	0.0
9130620	1	0.0922
9187860	0	0.0
9224160	1	0.0682
9274860	0	0.0
9301440	1	0.0574
9359700	0	0.0
9402840	1	0.1498
9448320	0	0.0
9474540	1	0.1187
9531780	0	0.0
9553620	1	0.1458
9615840	0	0.0
9656700	1	0.1342
9881460	0	0.0
9912720	1	0.245
9967680	0	0.0
9994200	1	0.0565
10047240	0	0.0
10082640	1	0.0728
10400820	0	0.0
10436580	1	0.2733
10483560	0	0.0
10519020	1	0.2177
10571280	0	0.0
10600920	1	0.1974
10656360	0	0.0
10695360	1	0.1291
11001180	0	0.0
11038860	1	0.057
11091540	0	0.0
11116440	1	0.2082
11262660	0	0.0
11284140	1	0.0977
11348940	0	0.0
11382540	1	0.1188
11516580	0	0.0
11561100	1	0.068
11608860	0	0.0
11632560	1	0.1554
11871420	0	0.0
11882940	1	0.1728
11953500	0	0.0
11996340	1	0.1373
12124800	0	0.0
12149760	1	0.0481
12214680	0	0.0
12245280	1	0.1086
12293700	0	0.0
12332280	1	0.0604
12560160	0	0.0
12582540	1	0.1765
12818700	0	0.0
12851400	1	0.0473
12900120	0	0.0
12939780	1	0.0734
12984660	0	0.0
13014540	1	0.2334
13075020	0	0.0
13106460	1	0.1019
13165080	0	0.0
13180140	1	0.2044
13244760	0	0.0
13281420	1	0.0728
13334580	0	0.0
13361160	1	0.0145
13424340	0	0.0
13446480	1	0.0545
13510560	0	0.0
13535880	1	0.3324
13597140	0	0.0
13623000	1	0.02
13672080	0	0.0
13708620	1	0.1558
13771800	0	0.0
13796940	1	0.1466
14024580	0	0.0
14073480	1	0.0219
14117340	0	0.0
14138580	1	0.1742
14541780	0	0.0
14573940	1	0.0321
14631780	0	0.0
14650560	1	0.1398
14802780	0	0.0
14834160	1	0.2938
14886780	0	0.0
14918280	1	0.1619
15064200	0	0.0
15089820	1	0.0654
15234360	0	0.0
15259020	1	0.1163
15319320	0	0.0
15352560	1	0.1555
15413040	0	0.0
15431460	1	0.3039
15491400	0	0.0
15523920	1	0.122
15582360	0	0.0
15605160	1	0.2274
15664380	0	0.0
15696900	1	0.0144
15754680	0	0.0
15785160	1	0.0916
15836640	0	0.0
15865560	1	0.056
15931620	0	0.0
15954540	1	0.2138
16011660	0	0.0
16043880	1	0.0304
16105140	0	0.0
16137840	1	0.0573
16184400	0	0.0
16201920	1	0.1318
16274460	0	0.0
16283280	1	0.0671
16445340	0	0.0
16475040	1	0.1797
16532820	0	0.0
16563000	1	0.0824
16613700	0	0.0
16654560	1	0.0684
16706520	0	0.0
16729620	1	0.1543
16788540	0	0.0
16819800	1	0.0922
17041080	0	0.0
17075340	1	0.1341
17128080	0	0.0
17167680	1	0.1538
17220240	0	0.0
17246220	1	0.1311
17303160	0	0.0
17334300	1	0.0802
17400600	0	0.0
17417700	1	0.0916
17481600	0	0.0
17509080	1	0.0297
17660040	0	0.0
17677560	1	0.1111
17821980	0	0.0
17851200	1	0.0692
18000540	0	0.0
18034740	1	0.0812
18172800	0	0.0
18208860	1	0.0799
18693120	0	0.0
18717660	1	0.0206
18953100	0	0.0
18988260	1	0.1042
19043580	0	0.0
19081140	1	0.1217
19120920	0	0.0
19161120	1	0.1571
19209660	0	0.0
19235160	1	0.0914
19387800	0	0.0
