#1
# BEV Profile
# ID: 69
# Created: 2023-08-24 13:57:45.640929
# This table contains boolean values. Each value is valid for the time interval until next data point.
float	data(513,3)
0	1	0.0
33780	0	0.0
51720	1	0.0208
113040	0	0.0
140400	1	0.0881
204600	0	0.0
232560	1	0.032
375720	0	0.0
400800	1	0.028
461640	0	0.0
486480	1	0.0541
636480	0	0.0
659520	1	0.0052
716460	0	0.0
731880	1	0.0365
980760	0	0.0
1011540	1	0.0651
1071540	0	0.0
1099800	1	0.1358
1146540	0	0.0
1192980	1	0.0147
1242960	0	0.0
1267560	1	0.0097
1319640	0	0.0
1358340	1	0.1041
1414800	0	0.0
1433880	1	0.0346
1678080	0	0.0
1694100	1	0.1061
1758660	0	0.0
1781400	1	0.0422
1928940	0	0.0
1958520	1	0.0403
2020740	0	0.0
2051880	1	0.0265
2095860	0	0.0
2137020	1	0.092
2191320	0	0.0
2209980	1	0.0948
2455920	0	0.0
2478600	1	0.0039
2621160	0	0.0
2641860	1	0.0541
2703240	0	0.0
2737260	1	0.122
2799240	0	0.0
2820720	1	0.0607
2877720	0	0.0
2894460	1	0.067
2958180	0	0.0
2989680	1	0.0201
3054720	0	0.0
3086640	1	0.0577
3132300	0	0.0
3175200	1	0.1093
3397920	0	0.0
3422640	1	0.0206
3490140	0	0.0
3515160	1	0.1741
3574620	0	0.0
3604020	1	0.0265
3659640	0	0.0
3676560	1	0.0271
3740220	0	0.0
3788160	1	0.0278
3831300	0	0.0
3868080	1	0.093
3917940	0	0.0
3950820	1	0.0243
4182120	0	0.0
4201980	1	0.0076
4261800	0	0.0
4289940	1	0.0147
4342500	0	0.0
4386060	1	0.0986
4522800	0	0.0
4541400	1	0.1109
4690320	0	0.0
4720260	1	0.1064
4868820	0	0.0
4900320	1	0.0178
5040240	0	0.0
5073960	1	0.0403
5209380	0	0.0
5241960	1	0.1244
5471460	0	0.0
5499780	1	0.0301
5558760	0	0.0
5586120	1	0.0655
5731260	0	0.0
5761140	1	0.1087
5996220	0	0.0
6013140	1	0.0408
6160560	0	0.0
6187680	1	0.0468
6248520	0	0.0
6278040	1	0.12
6336300	0	0.0
6375540	1	0.1355
6420780	0	0.0
6449100	1	0.0907
6770040	0	0.0
6792480	1	0.0997
6850440	0	0.0
6884760	1	0.0924
6934680	0	0.0
6964800	1	0.0177
7028880	0	0.0
7060620	1	0.0779
7113840	0	0.0
7129740	1	0.089
7198140	0	0.0
7233420	1	0.0177
7367340	0	0.0
7400940	1	0.0774
7457040	0	0.0
7493820	1	0.0233
7630920	0	0.0
7668840	1	0.1176
7889460	0	0.0
7938840	1	0.0122
7974360	0	0.0
8002860	1	0.1023
8061360	0	0.0
8086920	1	0.0527
8151480	0	0.0
8181120	1	0.0866
8323200	0	0.0
8350320	1	0.0993
8496420	0	0.0
8520540	1	0.0248
8585460	0	0.0
8601000	1	0.0544
8670240	0	0.0
8687100	1	0.0359
8754300	0	0.0
8780580	1	0.0726
8848560	0	0.0
8865600	1	0.0706
9016800	0	0.0
9033360	1	0.0278
9098340	0	0.0
9131940	1	0.0201
9190800	0	0.0
9224400	1	0.0604
9445080	0	0.0
9480180	1	0.0827
9528600	0	0.0
9562140	1	0.1034
9617460	0	0.0
9649920	1	0.0469
9707520	0	0.0
9728580	1	0.0259
9790560	0	0.0
9821940	1	0.0228
10133760	0	0.0
10170780	1	0.0846
10313160	0	0.0
10329360	1	0.0373
10400640	0	0.0
10433880	1	0.0095
10475580	0	0.0
10512780	1	0.0671
10576140	0	0.0
10591680	1	0.0732
10653360	0	0.0
10691400	1	0.0479
10743360	0	0.0
10765980	1	0.0734
11000760	0	0.0
11034240	1	0.0164
11087160	0	0.0
11130720	1	0.1036
11167200	0	0.0
11203800	1	0.0756
11257680	0	0.0
11301360	1	0.0902
11350260	0	0.0
11381220	1	0.134
11521800	0	0.0
11537760	1	0.028
11608260	0	0.0
11625360	1	0.1385
11778480	0	0.0
11799240	1	0.0596
11864580	0	0.0
11888880	1	0.0289
11945460	0	0.0
11982960	1	0.0512
12121320	0	0.0
12152760	1	0.0465
12208920	0	0.0
12239220	1	0.1485
12293580	0	0.0
12326220	1	0.1328
12382500	0	0.0
12413340	1	0.0694
12562080	0	0.0
12579780	1	0.0711
12643500	0	0.0
12674820	1	0.0403
12722940	0	0.0
12763380	1	0.0259
12817920	0	0.0
12842460	1	0.1476
12901740	0	0.0
12922320	1	0.0664
13415820	0	0.0
13436940	1	0.0929
13503060	0	0.0
13528320	1	0.1112
13595100	0	0.0
13628340	1	0.0944
13678500	0	0.0
13699680	1	0.0154
13764300	0	0.0
13785780	1	0.0481
14026440	0	0.0
14055060	1	0.0977
14105460	0	0.0
14138520	1	0.0402
14197320	0	0.0
14227560	1	0.0821
14286540	0	0.0
14321160	1	0.0886
14376360	0	0.0
14407740	1	0.0059
14464500	0	0.0
14493300	1	0.0365
14629800	0	0.0
14667900	1	0.042
14718240	0	0.0
14743680	1	0.0459
14799960	0	0.0
14843040	1	0.0205
14973000	0	0.0
15004320	1	0.1521
15228960	0	0.0
15248460	1	0.1309
15406500	0	0.0
15443220	1	0.0604
15580140	0	0.0
15616440	1	0.0376
15837540	0	0.0
15877200	1	0.0502
16005480	0	0.0
16042920	1	0.0925
16104180	0	0.0
16133100	1	0.0496
16271460	0	0.0
16292340	1	0.034
16357440	0	0.0
16396620	1	0.0431
16535940	0	0.0
16564920	1	0.0987
16618740	0	0.0
16650720	1	0.0927
16700700	0	0.0
16733160	1	0.2039
16788360	0	0.0
16818720	1	0.1338
16876800	0	0.0
