#1
# BEV Profile
# ID: 103
# Created: 2023-08-24 13:57:46.062805
# This table contains boolean values. Each value is valid for the time interval until next data point.
float	data(561,3)
0	1	0.0
35880	0	0.0
55800	1	0.0978
205260	0	0.0
214560	1	0.3885
373980	0	0.0
405060	1	0.2837
462960	0	0.0
493080	1	0.4294
629820	0	0.0
667080	1	0.0959
720600	0	0.0
751500	1	0.6715
809520	0	0.0
837420	1	0.4748
897300	0	0.0
918840	1	0.1162
979560	0	0.0
1009380	1	0.2772
1069260	0	0.0
1084020	1	0.1264
1147620	0	0.0
1177440	1	0.0461
1238820	0	0.0
1267140	1	0.1581
1414620	0	0.0
1446480	1	0.0801
1582860	0	0.0
1604520	1	0.1465
1672740	0	0.0
1703460	1	0.1136
1845420	0	0.0
1870320	1	0.0475
1919280	0	0.0
1971000	1	0.7191
2014980	0	0.0
2041560	1	0.2547
2104680	0	0.0
2137020	1	0.3437
2188140	0	0.0
2218920	1	0.2028
2363100	0	0.0
2394000	1	0.114
2534580	0	0.0
2552520	1	0.0376
2622120	0	0.0
2647020	1	0.4642
2704380	0	0.0
2734800	1	0.1423
2798580	0	0.0
2818860	1	0.2278
3134760	0	0.0
3159900	1	0.2241
3231720	0	0.0
3251340	1	0.0664
3395880	0	0.0
3431100	1	0.5693
3478860	0	0.0
3529860	1	0.0949
3661260	0	0.0
3684180	1	0.0731
3744360	0	0.0
3767160	1	0.3418
3827100	0	0.0
3852540	1	0.2891
3915060	0	0.0
3937140	1	0.1931
4002060	0	0.0
4040820	1	0.1458
4086600	0	0.0
4117200	1	0.159
4262880	0	0.0
4288680	1	0.0816
4345440	0	0.0
4362540	1	0.0864
4523040	0	0.0
4551420	1	0.1533
4697520	0	0.0
4715880	1	0.1129
4866060	0	0.0
4897140	1	0.0782
4957200	0	0.0
4993620	1	0.3297
5041920	0	0.0
5066220	1	0.3385
5129040	0	0.0
5163540	1	0.2597
5294940	0	0.0
5325240	1	0.2822
5385360	0	0.0
5405520	1	0.2344
5554740	0	0.0
5595780	1	0.7414
5645940	0	0.0
5676900	1	0.3802
5733000	0	0.0
5763960	1	0.3942
5816580	0	0.0
5843520	1	0.1358
5993040	0	0.0
6020400	1	0.1401
6076440	0	0.0
6107400	1	0.1366
6157020	0	0.0
6184260	1	0.3366
6329520	0	0.0
6369840	1	0.1628
6423300	0	0.0
6452100	1	0.6188
6513000	0	0.0
6547260	1	0.2912
6849000	0	0.0
6891900	1	0.189
6933300	0	0.0
6963660	1	0.4895
7025100	0	0.0
7062240	1	0.0905
7205100	0	0.0
7225740	1	0.0906
7368240	0	0.0
7390860	1	0.1447
7633500	0	0.0
7667280	1	0.3349
7716120	0	0.0
7734360	1	0.3914
7981740	0	0.0
8018220	1	0.0924
8063700	0	0.0
8092680	1	0.4336
8153400	0	0.0
8184480	1	0.2146
8235600	0	0.0
8262540	1	0.4989
8324040	0	0.0
8364600	1	0.384
8403720	0	0.0
8421600	1	0.1253
8496240	0	0.0
8527380	1	0.1405
8585400	0	0.0
8606820	1	0.3442
8668620	0	0.0
8695740	1	0.5824
8752200	0	0.0
8778180	1	0.3605
8847720	0	0.0
8858100	1	0.3085
8925600	0	0.0
8971680	1	0.6233
9183060	0	0.0
9215640	1	0.6099
9274500	0	0.0
9296520	1	0.4538
9353820	0	0.0
9379200	1	0.1802
9448140	0	0.0
9476100	1	0.1955
9535440	0	0.0
9565680	1	0.3247
9618600	0	0.0
9632160	1	0.0458
9707760	0	0.0
9742260	1	0.1724
9786540	0	0.0
9807900	1	0.6119
9886500	0	0.0
9905280	1	0.7089
9966360	0	0.0
9990780	1	0.3692
10044360	0	0.0
10079820	1	0.3472
10135320	0	0.0
10165080	1	0.6221
10398360	0	0.0
10422300	1	0.4744
10481340	0	0.0
10499940	1	0.2658
10575540	0	0.0
10599780	1	0.7126
10653420	0	0.0
10692900	1	0.0547
10743720	0	0.0
10765860	1	0.2515
10826040	0	0.0
10852380	1	0.0109
11001600	0	0.0
11032920	1	0.3239
11094900	0	0.0
11106360	1	0.028
11173260	0	0.0
11207100	1	0.0867
11258880	0	0.0
11295720	1	0.1861
11345220	0	0.0
11381520	1	0.3772
11426040	0	0.0
11462760	1	0.0636
11523120	0	0.0
11540640	1	0.0201
11608140	0	0.0
11640720	1	0.9429
11690460	0	0.0
11718300	1	0.2132
11782860	0	0.0
11808780	1	0.7067
11862300	0	0.0
11889660	1	0.3443
12037980	0	0.0
12066540	1	0.0983
12125520	0	0.0
12134940	1	0.0961
12386160	0	0.0
12403680	1	0.2753
12467580	0	0.0
12503640	1	0.2095
12562920	0	0.0
12592440	1	0.4237
12728280	0	0.0
12739680	1	0.1389
12906900	0	0.0
12942420	1	0.6147
12987480	0	0.0
13030920	1	0.0823
13078320	0	0.0
13106520	1	0.3512
13155480	0	0.0
13199880	1	0.3079
13251120	0	0.0
13281420	1	0.0141
13508880	0	0.0
13531560	1	0.6464
13595340	0	0.0
13621380	1	0.4946
13680000	0	0.0
13706760	1	0.7327
13853160	0	0.0
13877580	1	0.0666
13942500	0	0.0
13974780	1	0.0699
14021400	0	0.0
14045520	1	0.3339
14104500	0	0.0
14139540	1	0.241
14197860	0	0.0
14231160	1	0.3015
14280420	0	0.0
14318880	1	0.3715
14371920	0	0.0
14401020	1	0.0585
14462640	0	0.0
14487060	1	0.1481
14545500	0	0.0
14565060	1	0.0961
14623140	0	0.0
14654640	1	0.1622
14723160	0	0.0
14737260	1	0.0702
14804640	0	0.0
14821680	1	0.5412
14973900	0	0.0
15007320	1	0.3943
15149400	0	0.0
15170280	1	0.1614
15236340	0	0.0
15276300	1	0.3708
15318660	0	0.0
15362700	1	0.1822
15408300	0	0.0
15448080	1	0.1639
15494940	0	0.0
15521760	1	0.1119
15585300	0	0.0
15612060	1	0.5795
15664380	0	0.0
15699360	1	0.1224
15917820	0	0.0
15964800	1	0.3896
16010760	0	0.0
16050660	1	0.4843
16099740	0	0.0
16123800	1	0.0706
16184460	0	0.0
16203240	1	0.2135
16273200	0	0.0
16316040	1	0.0838
16439280	0	0.0
16474620	1	0.4777
16525200	0	0.0
16559700	1	0.3886
16706280	0	0.0
16733700	1	0.1779
16791420	0	0.0
16820700	1	0.1635
16879080	0	0.0
16917480	1	0.0288
17054160	0	0.0
17077260	1	0.3574
17133840	0	0.0
17180160	1	0.6521
17305080	0	0.0
17328720	1	0.4827
17481180	0	0.0
17512140	1	0.0517
17565780	0	0.0
17595960	1	0.1
17656620	0	0.0
17689440	1	0.4724
17742000	0	0.0
17774040	1	0.2042
17826420	0	0.0
17862180	1	0.1105
17918100	0	0.0
17943300	1	0.3852
18001080	0	0.0
18027660	1	0.0932
18257640	0	0.0
18277020	1	0.2977
18350100	0	0.0
18376200	1	0.323
18434040	0	0.0
18463860	1	0.47
18515280	0	0.0
18548040	1	0.6669
18596580	0	0.0
18634800	1	0.1925
18691980	0	0.0
18725520	1	0.0962
18778680	0	0.0
18812400	1	0.0723
18865740	0	0.0
18890940	1	0.594
18950760	0	0.0
18994320	1	0.5043
19033200	0	0.0
19068120	1	0.2042
19122900	0	0.0
19148880	1	0.2386
19208460	0	0.0
19234140	1	0.4576
19292280	0	0.0
19320540	1	0.0916
19382220	0	0.0
19411380	1	0.0938
19552380	0	0.0
19580460	1	0.2169
19643520	0	0.0
19679100	1	0.5192
19815060	0	0.0
19851780	1	0.0318
19905180	0	0.0
19913760	1	0.1497
20071200	0	0.0
20099640	1	0.2881
20157780	0	0.0
20196240	1	0.6772
20251800	0	0.0
20279220	1	0.4594
20331840	0	0.0
20367000	1	0.4456
20423760	0	0.0
20451360	1	0.2902
20506860	0	0.0
20539860	1	0.1014
20679840	0	0.0
20711580	1	0.5471
20761980	0	0.0
20794320	1	0.265
20848200	0	0.0
20880000	1	0.2419
20942040	0	0.0
20963220	1	0.3331
21202800	0	0.0
21229440	1	0.0631
21286140	0	0.0
21313800	1	0.2805
21550020	0	0.0
21568380	1	0.5524
21628620	0	0.0
21655380	1	0.0682
21710760	0	0.0
21735540	1	0.0425
21812820	0	0.0
21836580	1	0.0385
21888720	0	0.0
21919380	1	0.2443
21973080	0	0.0
22007040	1	0.1379
22065720	0	0.0
22083420	1	0.2005
22147440	0	0.0
22182480	1	0.5742
22226820	0	0.0
22260720	1	0.2209
22317060	0	0.0
22349760	1	0.0346
22487640	0	0.0
22512360	1	0.3556
22580880	0	0.0
22600380	1	0.2157
22667040	0	0.0
22690200	1	0.3736
22752600	0	0.0
22763280	1	0.4024
22839840	0	0.0
22876500	1	0.0948
22920360	0	0.0
22957020	1	0.0281
23185620	0	0.0
23218620	1	0.9094
23360280	0	0.0
23387520	1	0.2363
23435820	0	0.0
23476080	1	0.1276
23532300	0	0.0
23561160	1	0.1497
23778720	0	0.0
23807280	1	0.3984
23881320	0	0.0
23899860	1	0.7347
23963820	0	0.0
23979060	1	0.3023
24046620	0	0.0
24085020	1	0.2942
24134520	0	0.0
24167820	1	0.1093
24306660	0	0.0
24330960	1	0.5122
24394020	0	0.0
24418740	1	0.0956
24477240	0	0.0
24496500	1	0.0795
24565620	0	0.0
24595680	1	0.1992
24655500	0	0.0
24674280	1	0.4503
24819180	0	0.0
24857820	1	0.178
24912240	0	0.0
24938460	1	0.0326
24996720	0	0.0
25024080	1	0.4782
25170600	0	0.0
25196340	1	0.7084
25260360	0	0.0
25283520	1	0.2426
25347240	0	0.0
25369980	1	0.0924
25515840	0	0.0
25550100	1	0.5537
25604220	0	0.0
25639980	1	0.3004
25689060	0	0.0
25708620	1	0.1399
25779600	0	0.0
25793640	1	0.2739
25858680	0	0.0
25880460	1	0.1303
25951260	0	0.0
25977540	1	0.1776
26121000	0	0.0
26147520	1	0.4537
26211600	0	0.0
26239800	1	0.4439
26296980	0	0.0
26322120	1	0.3102
26552940	0	0.0
26574240	1	0.1092
26640060	0	0.0
26673660	1	0.1103
26730360	0	0.0
26750640	1	0.4661
26903760	0	0.0
26936040	1	0.3192
26985420	0	0.0
27019500	1	0.182
27076020	0	0.0
27097560	1	0.2443
27160440	0	0.0
27194100	1	0.142
27330060	0	0.0
27363960	1	0.1381
27424200	0	0.0
27437520	1	0.2194
27501900	0	0.0
27535140	1	0.2152
27593820	0	0.0
27619080	1	0.3663
27683040	0	0.0
27700200	1	0.4641
27769620	0	0.0
27797400	1	0.1156
27933120	0	0.0
27958020	1	0.2304
28021980	0	0.0
28059780	1	0.5147
28100940	0	0.0
28138620	1	0.3752
28192920	0	0.0
28214940	1	0.4578
28278660	0	0.0
28307700	1	0.5535
28450080	0	0.0
28486920	1	0.039
28545240	0	0.0
28575720	1	0.1996
28623060	0	0.0
28661280	1	0.2023
28713060	0	0.0
28747140	1	0.2655
28893240	0	0.0
28908900	1	0.3947
28967280	0	0.0
28996320	1	0.0894
29060520	0	0.0
29103120	1	0.0926
29146860	0	0.0
29171940	1	0.3786
29232300	0	0.0
29257320	1	0.323
29316240	0	0.0
29343480	1	0.366
29405040	0	0.0
29432040	1	0.1978
29492820	0	0.0
29519880	1	0.1731
29581920	0	0.0
29613840	1	0.111
29661180	0	0.0
29690640	1	0.1771
29750880	0	0.0
29775900	1	0.0932
29835480	0	0.0
29862000	1	0.217
30014100	0	0.0
30032160	1	0.5662
30093900	0	0.0
30125760	1	0.5414
30183240	0	0.0
30203820	1	0.1514
30270300	0	0.0
30296160	1	0.121
30357540	0	0.0
30380580	1	0.087
30438480	0	0.0
30481800	1	0.4398
30524100	0	0.0
30559500	1	0.2644
30609840	0	0.0
30626460	1	0.2675
30708300	0	0.0
30719220	1	0.2156
30776880	0	0.0
30820680	1	0.0496
30959760	0	0.0
30980820	1	0.2557
31043640	0	0.0
31068840	1	0.5068
31215420	0	0.0
31266600	1	0.2494
31304220	0	0.0
31339380	1	0.2319
