#1
# BEV Profile
# ID: 53
# Created: 2023-08-24 13:57:45.406625
# This table contains boolean values. Each value is valid for the time interval until next data point.
float	data(555,3)
0	1	0.0
28500	0	0.0
50820	1	0.0199
115620	0	0.0
147240	1	0.1961
205740	0	0.0
234840	1	0.1298
287880	0	0.0
322140	1	0.1178
464760	0	0.0
477120	1	0.1078
639480	0	0.0
656820	1	0.1239
719940	0	0.0
760680	1	0.1815
810360	0	0.0
831960	1	0.1373
889800	0	0.0
924120	1	0.0519
983640	0	0.0
1014540	1	0.1609
1234740	0	0.0
1258620	1	0.1166
1666440	0	0.0
1708560	1	0.1022
1927800	0	0.0
1973340	1	0.3109
2012880	0	0.0
2050020	1	0.1599
2101560	0	0.0
2116560	1	0.1969
2185140	0	0.0
2223600	1	0.1329
2270580	0	0.0
2299500	1	0.2451
2365260	0	0.0
2390700	1	0.1413
2450700	0	0.0
2484360	1	0.064
2531280	0	0.0
2560260	1	0.0273
2703900	0	0.0
2741280	1	0.1594
2800380	0	0.0
2813640	1	0.145
2884560	0	0.0
2908320	1	0.3295
3142620	0	0.0
3163080	1	0.1309
3227700	0	0.0
3245640	1	0.3122
3400560	0	0.0
3432360	1	0.1244
3659280	0	0.0
3683820	1	0.0265
3747000	0	0.0
3773280	1	0.0851
3830220	0	0.0
3862380	1	0.2716
3915840	0	0.0
3939360	1	0.2237
3998280	0	0.0
4032000	1	0.123
4092120	0	0.0
4131000	1	0.1353
4171800	0	0.0
4202580	1	0.1217
4343580	0	0.0
4369860	1	0.3
4432800	0	0.0
4466220	1	0.0926
4527480	0	0.0
4545480	1	0.2539
4607520	0	0.0
4636320	1	0.1851
4706100	0	0.0
4728420	1	0.2427
4778760	0	0.0
4808640	1	0.0249
4869720	0	0.0
4904160	1	0.0855
4952760	0	0.0
4986900	1	0.2083
5126880	0	0.0
5160120	1	0.2733
5209980	0	0.0
5250720	1	0.0878
5294220	0	0.0
5330580	1	0.0844
5475900	0	0.0
5496840	1	0.1403
5557740	0	0.0
5588460	1	0.1748
5647380	0	0.0
5673600	1	0.0432
5732160	0	0.0
