#1
# BEV Profile
# ID: 24
# Created: 2023-08-24 13:57:45.015931
# This table contains boolean values. Each value is valid for the time interval until next data point.
float	data(567,3)
0	1	0.0
33840	0	0.0
60600	1	0.0208
110280	0	0.0
154140	1	0.0815
202920	0	0.0
224760	1	0.108
286320	0	0.0
316500	1	0.0945
377100	0	0.0
408960	1	0.0382
458400	0	0.0
493380	1	0.1761
544020	0	0.0
578460	1	0.0678
632340	0	0.0
669600	1	0.023
720300	0	0.0
758940	1	0.1385
804720	0	0.0
827820	1	0.0824
894540	0	0.0
926760	1	0.084
979560	0	0.0
1016640	1	0.0777
1068660	0	0.0
1092000	1	0.0701
1152720	0	0.0
1189440	1	0.0394
1245660	0	0.0
1274400	1	0.0373
1321800	0	0.0
1341720	1	0.0658
1414920	0	0.0
1441320	1	0.0513
1496880	0	0.0
1530600	1	0.2738
1582080	0	0.0
1615860	1	0.0831
1674480	0	0.0
1698900	1	0.0486
1758780	0	0.0
1782300	1	0.0364
1930620	0	0.0
1959060	1	0.0895
2104500	0	0.0
2133840	1	0.1305
2182740	0	0.0
2230200	1	0.1544
2278260	0	0.0
2302320	1	0.1895
2452260	0	0.0
2478420	1	0.0632
2533980	0	0.0
2556540	1	0.0978
2619300	0	0.0
2651460	1	0.0603
2703000	0	0.0
2727780	1	0.0827
2790300	0	0.0
2821740	1	0.1137
2877840	0	0.0
2916540	1	0.0447
2965500	0	0.0
2998860	1	0.057
3057960	0	0.0
3077760	1	0.0233
3134400	0	0.0
3165960	1	0.1841
3313920	0	0.0
3347400	1	0.2037
3394260	0	0.0
3419880	1	0.1091
3479400	0	0.0
3498600	1	0.0715
3566220	0	0.0
3592500	1	0.0335
3661260	0	0.0
3682440	1	0.073
3735480	0	0.0
3757980	1	0.052
3824580	0	0.0
3853740	1	0.2418
3915900	0	0.0
3950160	1	0.0692
4000200	0	0.0
4027620	1	0.0923
4094460	0	0.0
4115100	1	0.24
4176120	0	0.0
4217400	1	0.0492
4261380	0	0.0
4293240	1	0.126
4345440	0	0.0
4381500	1	0.1984
4515720	0	0.0
4555560	1	0.2154
4604400	0	0.0
4638180	1	0.0865
4697880	0	0.0
4721520	1	0.0758
4949460	0	0.0
4972800	1	0.0505
5036040	0	0.0
5062320	1	0.0946
5124420	0	0.0
5162880	1	0.3047
5211240	0	0.0
5245560	1	0.1895
5298240	0	0.0
5327820	1	0.1113
5391300	0	0.0
5428080	1	0.0575
5470200	0	0.0
5502420	1	0.0488
5558280	0	0.0
5583480	1	0.0179
5639940	0	0.0
5683080	1	0.2933
5727960	0	0.0
5760420	1	0.1816
5824140	0	0.0
5845200	1	0.3211
5898900	0	0.0
5934420	1	0.1628
6078660	0	0.0
6107340	1	0.0391
6164160	0	0.0
6191460	1	0.1935
6329460	0	0.0
6370260	1	0.1503
6425280	0	0.0
6442020	1	0.0578
6514980	0	0.0
6526680	1	0.2172
6685440	0	0.0
6717120	1	0.0375
6768600	0	0.0
6796080	1	0.1873
6863160	0	0.0
6878760	1	0.0703
7021200	0	0.0
7054860	1	0.1453
7122600	0	0.0
7146180	1	0.2388
7377840	0	0.0
7403040	1	0.1203
7465080	0	0.0
7486260	1	0.0207
7541100	0	0.0
7576500	1	0.0956
7716720	0	0.0
7744800	1	0.0892
7887960	0	0.0
7930920	1	0.0292
7979460	0	0.0
8013060	1	0.1424
8060700	0	0.0
8097240	1	0.2144
8149620	0	0.0
8169120	1	0.1909
8242680	0	0.0
8268840	1	0.1219
8322660	0	0.0
8350800	1	0.0842
8409300	0	0.0
8434560	1	0.0469
8582460	0	0.0
8612700	1	0.102
8665680	0	0.0
8691300	1	0.018
8757600	0	0.0
8794560	1	0.0636
8840100	0	0.0
8877060	1	0.1461
9019080	0	0.0
9036660	1	0.083
9191880	0	0.0
9231960	1	0.2318
9275100	0	0.0
9306720	1	0.1261
9441300	0	0.0
9476520	1	0.1267
9531000	0	0.0
9556200	1	0.0724
9702720	0	0.0
9740400	1	0.0081
9788580	0	0.0
9828480	1	0.0608
9883260	0	0.0
9913200	1	0.1009
9959520	0	0.0
9998820	1	0.1495
10135320	0	0.0
10163220	1	0.2373
10222200	0	0.0
10254300	1	0.053
10304640	0	0.0
10339020	1	0.0776
10400040	0	0.0
10434060	1	0.0755
10657620	0	0.0
10686360	1	0.2614
10741620	0	0.0
10761360	1	0.1034
10820280	0	0.0
10860240	1	0.0538
10912620	0	0.0
10944960	1	0.0609
11008620	0	0.0
11052660	1	0.1931
11093040	0	0.0
11115360	1	0.2045
11171700	0	0.0
11214900	1	0.2692
11265600	0	0.0
11284260	1	0.135
11344080	0	0.0
11373900	1	0.2041
11435100	0	0.0
11460180	1	0.0392
11608140	0	0.0
11636940	1	0.1132
11690280	0	0.0
11721240	1	0.0818
11782320	0	0.0
11822580	1	0.1053
11867160	0	0.0
11903760	1	0.0959
11957160	0	0.0
11970960	1	0.1214
12212700	0	0.0
12247260	1	0.0686
12296100	0	0.0
12331800	1	0.1573
12382320	0	0.0
12405900	1	0.2116
12477180	0	0.0
12505020	1	0.0735
12552660	0	0.0
12576000	1	0.0427
12724800	0	0.0
12755040	1	0.0186
12815820	0	0.0
12859020	1	0.1283
12994620	0	0.0
13006560	1	0.0798
13079460	0	0.0
13098660	1	0.1974
13165440	0	0.0
13182300	1	0.1903
13243920	0	0.0
13275600	1	0.0414
13333680	0	0.0
13356840	1	0.0252
13424520	0	0.0
13450200	1	0.1876
13510080	0	0.0
13542900	1	0.1477
13598100	0	0.0
13636980	1	0.1573
13677900	0	0.0
13717440	1	0.1146
13769160	0	0.0
13789380	1	0.2234
14029440	0	0.0
14047140	1	0.1164
14112720	0	0.0
14142900	1	0.0045
14203080	0	0.0
14213100	1	0.0398
14283420	0	0.0
14319360	1	0.1299
14375400	0	0.0
14399760	1	0.1273
14546220	0	0.0
14581200	1	0.0164
14629140	0	0.0
14665020	1	0.0827
14808240	0	0.0
14825160	1	0.1194
14884380	0	0.0
14910600	1	0.1603
14976540	0	0.0
14990940	1	0.079
15063360	0	0.0
15093900	1	0.0173
15152760	0	0.0
15172740	1	0.0305
15237840	0	0.0
15267240	1	0.0679
15322860	0	0.0
15343620	1	0.2103
15500700	0	0.0
15524100	1	0.1321
15580020	0	0.0
15605640	1	0.0926
15838440	0	0.0
15870660	1	0.1443
15930180	0	0.0
15956340	1	0.1398
16012380	0	0.0
16038960	1	0.1861
16090380	0	0.0
16125600	1	0.1148
16356480	0	0.0
16391100	1	0.0667
16446360	0	0.0
16483080	1	0.1213
16535940	0	0.0
16559040	1	0.185
16703580	0	0.0
16726380	1	0.1391
16789500	0	0.0
16833180	1	0.0809
17046720	0	0.0
17068680	1	0.1567
17135100	0	0.0
17184600	1	0.0713
17222280	0	0.0
17230560	1	0.2259
17316780	0	0.0
17335740	1	0.1592
17391060	0	0.0
17433960	1	0.1889
17566020	0	0.0
17608980	1	0.071
17652540	0	0.0
17670180	1	0.1234
17741760	0	0.0
17764740	1	0.013
17908860	0	0.0
17931360	1	0.1816
17998080	0	0.0
18033420	1	0.1462
18093180	0	0.0
18117480	1	0.045
18257340	0	0.0
18288960	1	0.2728
18348840	0	0.0
18372300	1	0.1529
18517260	0	0.0
18543900	1	0.1065
18605520	0	0.0
18632100	1	0.2896
18700860	0	0.0
18721860	1	0.0065
18779700	0	0.0
18818760	1	0.0298
18869460	0	0.0
18891300	1	0.0704
18951780	0	0.0
18975180	1	0.0936
19031880	0	0.0
19063680	1	0.1808
19211280	0	0.0
19244700	1	0.2035
19295460	0	0.0
19325340	1	0.0206
19470000	0	0.0
19485180	1	0.196
19644600	0	0.0
19660800	1	0.1236
