#1
# BEV Profile
# ID: 105
# Created: 2023-08-24 13:57:46.078429
# This table contains boolean values. Each value is valid for the time interval until next data point.
float	data(543,3)
0	1	0.0
118200	0	0.0
143760	1	0.0637
202980	0	0.0
227880	1	0.1663
289920	0	0.0
305880	1	0.3438
376680	0	0.0
419220	1	0.2617
542820	0	0.0
567600	1	0.0669
724920	0	0.0
743220	1	0.2827
799080	0	0.0
830220	1	0.1241
890700	0	0.0
910860	1	0.3496
975840	0	0.0
1005960	1	0.0971
1153200	0	0.0
1174320	1	0.1425
1240860	0	0.0
1258260	1	0.114
1329840	0	0.0
1367340	1	0.1118
1416900	0	0.0
1433220	1	0.2702
1499880	0	0.0
1522380	1	0.1729
2016240	0	0.0
2047800	1	0.1299
2101320	0	0.0
2129520	1	0.0586
2193720	0	0.0
2221920	1	0.3708
2275200	0	0.0
2313000	1	0.1892
2449080	0	0.0
2482380	1	0.0839
2713020	0	0.0
2723400	1	0.2145
2789460	0	0.0
2832300	1	0.109
2883300	0	0.0
2905320	1	0.132
2968320	0	0.0
3003960	1	0.1453
3047040	0	0.0
3075300	1	0.1511
3134460	0	0.0
3168960	1	0.066
3225660	0	0.0
3251280	1	0.3121
3321180	0	0.0
3345780	1	0.4097
3397800	0	0.0
3438240	1	0.1335
3486000	0	0.0
3505980	1	0.266
3574620	0	0.0
3600960	1	0.2512
3741420	0	0.0
3762240	1	0.1254
3830460	0	0.0
3856920	1	0.0967
3918360	0	0.0
3940620	1	0.2907
4089720	0	0.0
4117380	1	0.1966
4346040	0	0.0
4376340	1	0.4545
4438260	0	0.0
4469820	1	0.1358
4522920	0	0.0
4540980	1	0.1474
4605720	0	0.0
4647300	1	0.2369
4699500	0	0.0
4719900	1	0.4495
4865460	0	0.0
4897680	1	0.0862
4951800	0	0.0
4993080	1	0.2207
5036220	0	0.0
5067120	1	0.146
5125440	0	0.0
5151060	1	0.2286
5212680	0	0.0
5232120	1	0.1098
5294700	0	0.0
5325960	1	0.3627
5380560	0	0.0
5416860	1	0.048
5471640	0	0.0
5498880	1	0.1406
5644440	0	0.0
5681820	1	0.2277
5733600	0	0.0
5764860	1	0.0855
5814240	0	0.0
5856300	1	0.1271
5905680	0	0.0
5937000	1	0.1737
6341700	0	0.0
6358740	1	0.0849
6420120	0	0.0
6454740	1	0.1146
6509940	0	0.0
6551820	1	0.2316
6599220	0	0.0
6625380	1	0.095
6676620	0	0.0
6703800	1	0.032
6763740	0	0.0
6797040	1	0.3577
6856140	0	0.0
6878340	1	0.1485
6936000	0	0.0
6972120	1	0.1635
7038540	0	0.0
7067460	1	0.2731
7117620	0	0.0
7150020	1	0.3301
7291200	0	0.0
7297560	1	0.107
7374540	0	0.0
7403460	1	0.2994
7459560	0	0.0
7480980	1	0.1103
7546740	0	0.0
7567980	1	0.2364
7629720	0	0.0
7663260	1	0.2078
7717560	0	0.0
7743960	1	0.1371
7980180	0	0.0
8004420	1	0.0573
8065260	0	0.0
8101380	1	0.2042
8151600	0	0.0
8173440	1	0.231
8236260	0	0.0
8261340	1	0.1684
8323320	0	0.0
8361900	1	0.2949
8578020	0	0.0
8596080	1	0.3274
8669160	0	0.0
8700600	1	0.1176
8758500	0	0.0
8786460	1	0.3163
8845560	0	0.0
8876760	1	0.1585
8928780	0	0.0
8953020	1	0.1716
9011700	0	0.0
9037320	1	0.034
9104700	0	0.0
9115680	1	0.0433
9187560	0	0.0
9215040	1	0.0401
9269880	0	0.0
9299700	1	0.2733
9532320	0	0.0
9557100	1	0.2286
9699840	0	0.0
9728280	1	0.045
9784500	0	0.0
9804480	1	0.1627
9884880	0	0.0
9895620	1	0.1118
9964260	0	0.0
9995340	1	0.3854
10052940	0	0.0
10064820	1	0.3417
10133700	0	0.0
10169400	1	0.1413
10390200	0	0.0
10422180	1	0.1058
10480740	0	0.0
10502820	1	0.2306
10568640	0	0.0
10594140	1	0.139
10659540	0	0.0
10691700	1	0.0896
10739880	0	0.0
10754880	1	0.1618
10912440	0	0.0
10951380	1	0.0636
11003760	0	0.0
11014140	1	0.1461
11089140	0	0.0
11111640	1	0.2189
11174100	0	0.0
11207280	1	0.1338
11262240	0	0.0
11293680	1	0.1132
11355960	0	0.0
11386860	1	0.2207
11426340	0	0.0
11476440	1	0.0556
11689380	0	0.0
11723880	1	0.2939
11863440	0	0.0
11889600	1	0.1212
11957280	0	0.0
11984220	1	0.0568
12126420	0	0.0
12162180	1	0.0675
12214260	0	0.0
12237360	1	0.0206
12292620	0	0.0
12320100	1	0.2614
12390780	0	0.0
12419400	1	0.0744
12461160	0	0.0
12492840	1	0.1324
12555600	0	0.0
12592500	1	0.284
12648120	0	0.0
12670980	1	0.0674
12731520	0	0.0
12747180	1	0.0762
12821940	0	0.0
12836160	1	0.2731
12902040	0	0.0
12925980	1	0.1804
12993060	0	0.0
13011780	1	0.126
13077360	0	0.0
13115460	1	0.377
13252080	0	0.0
13279020	1	0.0242
13341360	0	0.0
13361700	1	0.0664
13504980	0	0.0
13553280	1	0.3754
13597620	0	0.0
13612440	1	0.093
13675740	0	0.0
13705380	1	0.1278
13768560	0	0.0
13793160	1	0.0948
13942440	0	0.0
13967880	1	0.1087
14024460	0	0.0
14050620	1	0.3189
14285280	0	0.0
14322000	1	0.1089
14371860	0	0.0
14393700	1	0.234
14545920	0	0.0
14578500	1	0.0814
14633820	0	0.0
14662800	1	0.1523
14724360	0	0.0
14737200	1	0.0453
14809440	0	0.0
14832720	1	0.0226
14892600	0	0.0
14911920	1	0.0174
14969700	0	0.0
14998920	1	0.1516
15061080	0	0.0
15096060	1	0.0993
15408600	0	0.0
15435540	1	0.1498
15589560	0	0.0
15616680	1	0.3017
15664500	0	0.0
15683040	1	0.0099
15835260	0	0.0
15878640	1	0.2243
16009980	0	0.0
16037880	1	0.2142
16184580	0	0.0
16218180	1	0.0884
16269900	0	0.0
16297560	1	0.0328
16359480	0	0.0
16387500	1	0.0821
16440060	0	0.0
16482420	1	0.2999
16527060	0	0.0
16551300	1	0.6213
16616400	0	0.0
16641120	1	0.1212
16704060	0	0.0
16746060	1	0.363
16789140	0	0.0
16799820	1	0.2228
16964520	0	0.0
16991340	1	0.1029
17133180	0	0.0
17156520	1	0.3206
17219820	0	0.0
17237280	1	0.2358
17306520	0	0.0
17346960	1	0.3067
17398260	0	0.0
17421300	1	0.1542
17486700	0	0.0
17506860	1	0.043
17569200	0	0.0
17601120	1	0.0938
17657700	0	0.0
17677620	1	0.1209
17826300	0	0.0
17846520	1	0.3496
17917020	0	0.0
17955780	1	0.1794
18005640	0	0.0
18028140	1	0.077
18259260	0	0.0
18276540	1	0.3519
18349680	0	0.0
18377400	1	0.1787
18432900	0	0.0
18462000	1	0.0982
18514980	0	0.0
18557520	1	0.3121
18595980	0	0.0
18624420	1	0.1014
18864540	0	0.0
18888660	1	0.1109
18948600	0	0.0
18970020	1	0.0297
19037880	0	0.0
19068900	1	0.267
19127460	0	0.0
19146420	1	0.0385
19201920	0	0.0
19218600	1	0.2449
19298700	0	0.0
19315500	1	0.0831
19468200	0	0.0
19496160	1	0.1893
19551240	0	0.0
19583040	1	0.0793
19639140	0	0.0
19679400	1	0.3649
19729980	0	0.0
19758300	1	0.0239
19814160	0	0.0
19836720	1	0.1829
20077920	0	0.0
20111880	1	0.0984
20159820	0	0.0
20184060	1	0.2055
20250120	0	0.0
20283060	1	0.5021
20334360	0	0.0
20358900	1	0.1988
20427960	0	0.0
20445780	1	0.2468
20499780	0	0.0
20530320	1	0.1862
20593980	0	0.0
20625780	1	0.1425
20670840	0	0.0
20705460	1	0.1463
20852280	0	0.0
20879820	1	0.1123
21025500	0	0.0
21051000	1	0.1542
21111000	0	0.0
21137460	1	0.0861
21196980	0	0.0
21231840	1	0.0779
21284940	0	0.0
21312960	1	0.2848
21374100	0	0.0
21396360	1	0.1093
21548280	0	0.0
21572640	1	0.134
21627780	0	0.0
21643320	1	0.2744
21717600	0	0.0
21742980	1	0.1189
21889260	0	0.0
21925560	1	0.2669
21971640	0	0.0
22006800	1	0.245
22060020	0	0.0
22087260	1	0.0923
22144020	0	0.0
22194240	1	0.3671
22317420	0	0.0
22356120	1	0.1731
22660260	0	0.0
22690140	1	0.2377
22757820	0	0.0
22775760	1	0.1229
22840260	0	0.0
22853100	1	0.2145
23098500	0	0.0
23123580	1	0.1719
23188020	0	0.0
23206980	1	0.1248
23272800	0	0.0
23300520	1	0.306
23353620	0	0.0
23393940	1	0.0899
23440440	0	0.0
23463960	1	0.1544
23527020	0	0.0
23561580	1	0.1171
23622480	0	0.0
23646960	1	0.0453
23697240	0	0.0
23726940	1	0.2343
23787840	0	0.0
23822040	1	0.2381
23881380	0	0.0
23898420	1	0.2221
23963160	0	0.0
24004440	1	0.1577
24048420	0	0.0
24082500	1	0.0186
24139020	0	0.0
24170880	1	0.1153
24306120	0	0.0
24340680	1	0.0919
24390600	0	0.0
24418560	1	0.2334
24479280	0	0.0
24504540	1	0.2484
24563820	0	0.0
24589380	1	0.0792
24740580	0	0.0
24771300	1	0.0796
24917160	0	0.0
24935880	1	0.1189
25085280	0	0.0
25098420	1	0.2001
25260720	0	0.0
25285200	1	0.1885
25431240	0	0.0
25470240	1	0.172
25517460	0	0.0
25539120	1	0.0961
25604880	0	0.0
25629600	1	0.1653
25775400	0	0.0
25805880	1	0.1778
25856100	0	0.0
25890480	1	0.149
25946280	0	0.0
25972620	1	0.0883
26033040	0	0.0
26070120	1	0.0931
26118240	0	0.0
26157300	1	0.1523
26209860	0	0.0
26238480	1	0.0251
26294040	0	0.0
26318460	1	0.0906
26465940	0	0.0
26505480	1	0.0548
26638260	0	0.0
26679480	1	0.1985
26804580	0	0.0
26844000	1	0.4217
26896020	0	0.0
26921400	1	0.1062
26988600	0	0.0
27008580	1	0.185
27070740	0	0.0
27094320	1	0.2249
27322920	0	0.0
27367200	1	0.0984
27421320	0	0.0
27455760	1	0.1769
27511020	0	0.0
27523860	1	0.0934
27585180	0	0.0
27621900	1	0.1706
27676620	0	0.0
27705180	1	0.0359
27770220	0	0.0
27798060	1	0.0357
27851520	0	0.0
27882000	1	0.1091
27933540	0	0.0
27958020	1	0.129
28023360	0	0.0
28045620	1	0.1018
28107180	0	0.0
28128780	1	0.2505
28192380	0	0.0
28232100	1	0.139
28453620	0	0.0
28484340	1	0.1249
28619700	0	0.0
28664400	1	0.1486
28719420	0	0.0
28740360	1	0.3851
28803180	0	0.0
28822920	1	0.1503
28892220	0	0.0
28924860	1	0.3023
28966680	0	0.0
29002260	1	0.1045
29059980	0	0.0
29082120	1	0.1169
29146740	0	0.0
29184000	1	0.1241
29237760	0	0.0
29261400	1	0.3207
29316420	0	0.0
29339880	1	0.1022
29488500	0	0.0
29527080	1	0.3899
29576820	0	0.0
29622420	1	0.0295
29669880	0	0.0
29682660	1	0.1112
29749920	0	0.0
29777460	1	0.247
29838720	0	0.0
29856960	1	0.2016
29922060	0	0.0
29944980	1	0.4134
30006960	0	0.0
30035160	1	0.1357
30099300	0	0.0
30135360	1	0.1468
30181020	0	0.0
30194820	1	0.2322
30355740	0	0.0
30390120	1	0.2024
30439320	0	0.0
30470820	1	0.1783
30703860	0	0.0
30729720	1	0.274
31042080	0	0.0
31082160	1	0.2473
31135500	0	0.0
31166400	1	0.3207
31224600	0	0.0
31244460	1	0.192
31476420	0	0.0
31504080	1	0.118
