#1
# BEV Profile
# ID: 99
# Created: 2023-08-24 13:57:46.015935
# This table contains boolean values. Each value is valid for the time interval until next data point.
float	data(527,3)
0	1	0.0
34080	0	0.0
56820	1	0.0175
115320	0	0.0
137640	1	0.0431
205440	0	0.0
224520	1	0.078
289860	0	0.0
324420	1	0.0738
457860	0	0.0
484500	1	0.0468
640860	0	0.0
657600	1	0.0494
719820	0	0.0
742380	1	0.0763
810060	0	0.0
827700	1	0.0266
882360	0	0.0
938520	1	0.1005
979440	0	0.0
1009440	1	0.0636
1151760	0	0.0
1194480	1	0.0744
1328100	0	0.0
1358220	1	0.1671
1495560	0	0.0
1530480	1	0.1134
1585140	0	0.0
1611060	1	0.1179
1676340	0	0.0
1692360	1	0.076
1752540	0	0.0
1779120	1	0.0637
1843620	0	0.0
1880340	1	0.0749
1928160	0	0.0
1964400	1	0.1801
2018640	0	0.0
2052600	1	0.1157
2100960	0	0.0
2121000	1	0.1593
2192220	0	0.0
2234100	1	0.1394
2272680	0	0.0
2308020	1	0.2195
2359020	0	0.0
2385240	1	0.013
2449260	0	0.0
2476680	1	0.0738
2536680	0	0.0
2559900	1	0.1135
2793240	0	0.0
2823120	1	0.0498
2883660	0	0.0
2903940	1	0.0508
2970660	0	0.0
3001380	1	0.0139
3046980	0	0.0
3068580	1	0.0709
3138540	0	0.0
3165060	1	0.1086
3228060	0	0.0
3242940	1	0.1559
3316620	0	0.0
3327060	1	0.1854
3480120	0	0.0
3526860	1	0.1859
3742800	0	0.0
3769080	1	0.1477
3919500	0	0.0
3951780	1	0.19
4001760	0	0.0
4031640	1	0.0997
4084440	0	0.0
4112520	1	0.0914
4258620	0	0.0
4294320	1	0.0615
4428840	0	0.0
4455480	1	0.0509
4612500	0	0.0
4629060	1	0.0402
4694160	0	0.0
4720500	1	0.1187
4783980	0	0.0
4809120	1	0.0358
4870380	0	0.0
4895100	1	0.0444
5044800	0	0.0
5065080	1	0.0789
5211900	0	0.0
5244120	1	0.121
5300700	0	0.0
5322420	1	0.0368
5385840	0	0.0
5432400	1	0.0229
5469780	0	0.0
5499780	1	0.0676
5734620	0	0.0
5742300	1	0.1403
6075900	0	0.0
6102300	1	0.0367
6165900	0	0.0
6205020	1	0.0959
6245820	0	0.0
6283080	1	0.1735
6337440	0	0.0
6360420	1	0.17
6419400	0	0.0
6449340	1	0.0265
6509940	0	0.0
6548580	1	0.1119
6683100	0	0.0
6688440	1	0.0544
6768360	0	0.0
6793860	1	0.0197
7112220	0	0.0
7142880	1	0.1594
7288320	0	0.0
7323960	1	0.0992
7372140	0	0.0
7406760	1	0.1431
7465440	0	0.0
7494300	1	0.1702
7549440	0	0.0
7578540	1	0.2058
7630500	0	0.0
7680840	1	0.0423
7715460	0	0.0
7740060	1	0.2232
7806120	0	0.0
7828740	1	0.0563
8066280	0	0.0
8082600	1	0.0694
8325180	0	0.0
8359620	1	0.1629
8498340	0	0.0
8520600	1	0.094
8576940	0	0.0
8617620	1	0.092
8751900	0	0.0
8776020	1	0.0677
8840460	0	0.0
8870700	1	0.0269
8924340	0	0.0
8952180	1	0.1793
9016560	0	0.0
9031260	1	0.0291
9099360	0	0.0
9137100	1	0.0245
9184260	0	0.0
9222000	1	0.0283
9271200	0	0.0
9292680	1	0.0773
9364500	0	0.0
9393420	1	0.1245
9451860	0	0.0
9482340	1	0.1119
9697320	0	0.0
9746280	1	0.0417
9791760	0	0.0
9828300	1	0.1767
9876540	0	0.0
9902100	1	0.0988
9958440	0	0.0
10009320	1	0.1706
10141440	0	0.0
10175160	1	0.1467
10398780	0	0.0
10435740	1	0.0454
10490460	0	0.0
10522140	1	0.2021
10569420	0	0.0
10603860	1	0.0561
10653540	0	0.0
10674060	1	0.114
10746840	0	0.0
10780500	1	0.1031
10828920	0	0.0
10850940	1	0.0843
11002680	0	0.0
11022180	1	0.1726
11172120	0	0.0
11190900	1	0.1096
11259840	0	0.0
11283600	1	0.0463
11349780	0	0.0
11371560	1	0.1356
11436240	0	0.0
11459700	1	0.0509
11520420	0	0.0
11554860	1	0.0757
11694480	0	0.0
11711460	1	0.0832
11945100	0	0.0
11969340	1	0.1246
12125040	0	0.0
12153720	1	0.1441
12211560	0	0.0
12237300	1	0.0966
12303360	0	0.0
12336000	1	0.1449
12389460	0	0.0
12406020	1	0.15
12472800	0	0.0
12516120	1	0.0965
12557820	0	0.0
12574380	1	0.0367
12732720	0	0.0
12758040	1	0.0713
12814980	0	0.0
12842100	1	0.0196
12905640	0	0.0
12931200	1	0.1096
12988380	0	0.0
13020120	1	0.1088
13077780	0	0.0
13100580	1	0.152
13158360	0	0.0
13189200	1	0.0604
13246620	0	0.0
13267140	1	0.0797
13331220	0	0.0
13362300	1	0.0658
13422660	0	0.0
13447920	1	0.1076
13503180	0	0.0
13526220	1	0.0789
13597740	0	0.0
13615200	1	0.0919
13680240	0	0.0
13695360	1	0.0605
13774080	0	0.0
13780500	1	0.1167
13936980	0	0.0
13978260	1	0.0366
14022300	0	0.0
14051460	1	0.1335
14118300	0	0.0
14140980	1	0.1176
14197920	0	0.0
14235000	1	0.0649
14290740	0	0.0
14303280	1	0.1259
14367540	0	0.0
14410320	1	0.0434
14460300	0	0.0
14479860	1	0.0513
14544780	0	0.0
14592840	1	0.0545
14628420	0	0.0
14664240	1	0.086
14803080	0	0.0
14819760	1	0.0773
14890140	0	0.0
14910060	1	0.0579
14967780	0	0.0
15013560	1	0.0941
15233640	0	0.0
15259620	1	0.1067
15319740	0	0.0
15361020	1	0.1157
15485340	0	0.0
15514980	1	0.1023
15577800	0	0.0
15620580	1	0.1312
15665280	0	0.0
15688560	1	0.0408
15841440	0	0.0
15874920	1	0.1499
15931920	0	0.0
15961200	1	0.1083
16012740	0	0.0
16033920	1	0.1229
16106820	0	0.0
16126020	1	0.0718
16191840	0	0.0
16210800	1	0.0949
16272780	0	0.0
16295760	1	0.0399
16536000	0	0.0
16557600	1	0.069
16620840	0	0.0
16631580	1	0.044
16789080	0	0.0
16822380	1	0.1573
16876260	0	0.0
16902300	1	0.0841
16954920	0	0.0
16993080	1	0.0647
17053800	0	0.0
17074080	1	0.0778
17130300	0	0.0
17163060	1	0.1305
17220360	0	0.0
17257260	1	0.1153
17312460	0	0.0
17331660	1	0.1682
17400720	0	0.0
17424300	1	0.048
17483940	0	0.0
17494860	1	0.0125
17567340	0	0.0
17578800	1	0.0441
17655600	0	0.0
17690460	1	0.0719
17745240	0	0.0
17771640	1	0.0118
17823000	0	0.0
17845200	1	0.1256
17914200	0	0.0
17942580	1	0.2404
18002580	0	0.0
18026040	1	0.1586
18430980	0	0.0
18466860	1	0.0776
18608520	0	0.0
18630660	1	0.1369
18699780	0	0.0
18731220	1	0.0546
18866160	0	0.0
18884160	1	0.1683
19043040	0	0.0
19061760	1	0.2074
19123320	0	0.0
19157100	1	0.0362
19203600	0	0.0
19246620	1	0.0513
19641240	0	0.0
19686000	1	0.284
19730160	0	0.0
19744260	1	0.0049
19901880	0	0.0
19933500	1	0.0743
20075100	0	0.0
20107920	1	0.117
20153220	0	0.0
20184540	1	0.2213
20244120	0	0.0
20279220	1	0.1092
20332740	0	0.0
20363400	1	0.1658
20418600	0	0.0
20454060	1	0.1557
20502420	0	0.0
20534100	1	0.0665
20770200	0	0.0
20787720	1	0.0402
20856600	0	0.0
20880900	1	0.1003
20941920	0	0.0
20959800	1	0.0574
21023520	0	0.0
21043500	1	0.2203
21107220	0	0.0
21132480	1	0.0574
21191220	0	0.0
21231600	1	0.0192
21282360	0	0.0
21296640	1	0.0311
21375420	0	0.0
21393960	1	0.0578
21453600	0	0.0
21493200	1	0.1342
21542340	0	0.0
21577680	1	0.1197
21631740	0	0.0
21665460	1	0.091
21718800	0	0.0
21748320	1	0.0163
21791520	0	0.0
21830160	1	0.0493
21886740	0	0.0
21921600	1	0.1636
22153800	0	0.0
22173600	1	0.0118
22237260	0	0.0
22255620	1	0.1717
22321380	0	0.0
22363320	1	0.0493
22491060	0	0.0
22509300	1	0.0741
22577880	0	0.0
22606440	1	0.2213
22664880	0	0.0
22697160	1	0.1473
22840260	0	0.0
22876140	1	0.1092
23008560	0	0.0
23040060	1	0.0534
23100060	0	0.0
23129280	1	0.1455
23184360	0	0.0
23215380	1	0.1306
23267040	0	0.0
23286000	1	0.0846
23356440	0	0.0
23381280	1	0.2248
23441700	0	0.0
23464920	1	0.1851
23792220	0	0.0
23819760	1	0.0922
23875800	0	0.0
23912880	1	0.0112
23965860	0	0.0
23987100	1	0.2346
24045360	0	0.0
24070140	1	0.0743
24220320	0	0.0
24247980	1	0.0608
24309900	0	0.0
24322260	1	0.1103
24392400	0	0.0
24411540	1	0.041
24480480	0	0.0
