#1
# BEV Profile
# ID: 42
# Created: 2023-08-24 13:57:45.265930
# This table contains boolean values. Each value is valid for the time interval until next data point.
float	data(527,3)
0	1	0.0
114420	0	0.0
151380	1	0.1868
197340	0	0.0
242220	1	0.2167
281460	0	0.0
313920	1	0.2667
378780	0	0.0
405600	1	0.2388
462060	0	0.0
494160	1	0.2025
542280	0	0.0
574380	1	0.0375
721920	0	0.0
741660	1	0.3251
805020	0	0.0
831180	1	0.165
891480	0	0.0
913920	1	0.1715
971160	0	0.0
1015740	1	0.1863
1060800	0	0.0
1097580	1	0.0695
1154100	0	0.0
1186440	1	0.0365
1238760	0	0.0
1261740	1	0.0077
1327620	0	0.0
1368720	1	0.1566
1409280	0	0.0
1442400	1	0.023
1588560	0	0.0
1606020	1	0.2183
1932960	0	0.0
1965420	1	0.102
2013360	0	0.0
2035800	1	0.1808
2102820	0	0.0
2133360	1	0.0761
2193240	0	0.0
2216520	1	0.005
2354880	0	0.0
2384700	1	0.0415
2445120	0	0.0
2479980	1	0.0558
2529420	0	0.0
2568720	1	0.157
2707560	0	0.0
2743560	1	0.1937
2792220	0	0.0
2823000	1	0.2649
2878320	0	0.0
2913180	1	0.0062
2963880	0	0.0
2996340	1	0.043
3053280	0	0.0
3086340	1	0.0867
3143640	0	0.0
3162540	1	0.0657
3224760	0	0.0
3246060	1	0.1002
3307020	0	0.0
3336960	1	0.2792
3396120	0	0.0
3422580	1	0.183
3739380	0	0.0
3781080	1	0.1118
3832980	0	0.0
3854880	1	0.299
4093380	0	0.0
4114260	1	0.0679
4259700	0	0.0
4293240	1	0.0304
4351980	0	0.0
4379220	1	0.1976
4521120	0	0.0
4547520	1	0.2639
4686240	0	0.0
4723440	1	0.1925
4947480	0	0.0
4968600	1	0.0225
5042040	0	0.0
5076780	1	0.1202
5122140	0	0.0
5150580	1	0.226
5206860	0	0.0
5244840	1	0.27
5293740	0	0.0
5332140	1	0.3371
5380620	0	0.0
5415540	1	0.0728
5553180	0	0.0
5590740	1	0.1933
5645580	0	0.0
5665260	1	0.2386
5739300	0	0.0
5757480	1	0.2695
5815800	0	0.0
5851320	1	0.15
5904780	0	0.0
5933280	1	0.2132
5994960	0	0.0
6023040	1	0.0272
6161820	0	0.0
6190500	1	0.5018
6245520	0	0.0
6269700	1	0.316
6339660	0	0.0
6367680	1	0.0089
6421140	0	0.0
6442920	1	0.2095
6599340	0	0.0
6611280	1	0.0556
6679020	0	0.0
6700500	1	0.1268
6774360	0	0.0
6798840	1	0.225
6861900	0	0.0
6877380	1	0.2384
7031640	0	0.0
7056660	1	0.1465
7118760	0	0.0
7129680	1	0.0927
7368720	0	0.0
7405560	1	0.2181
7461000	0	0.0
7500000	1	0.1601
7632780	0	0.0
7649820	1	0.1985
7719720	0	0.0
7754040	1	0.3411
7797480	0	0.0
7839240	1	0.0373
8068980	0	0.0
8096700	1	0.2184
8151720	0	0.0
8175420	1	0.0363
8240700	0	0.0
8269320	1	0.1073
8322300	0	0.0
8358840	1	0.0944
8497800	0	0.0
8536020	1	0.0558
8575920	0	0.0
8621160	1	0.1882
8673240	0	0.0
8695380	1	0.2797
8757900	0	0.0
8781120	1	0.2021
8843400	0	0.0
8875800	1	0.1869
8929260	0	0.0
8955900	1	0.3461
9012840	0	0.0
9047160	1	0.0269
9188880	0	0.0
9216540	1	0.1348
9278160	0	0.0
9309780	1	0.3572
9358920	0	0.0
9381300	1	0.0691
9440700	0	0.0
9477960	1	0.246
9533280	0	0.0
9557040	1	0.1537
9621960	0	0.0
9646320	1	0.0496
9710160	0	0.0
9722640	1	0.0299
9792540	0	0.0
9819300	1	0.234
9879720	0	0.0
9902400	1	0.0738
9961020	0	0.0
9993960	1	0.346
10137960	0	0.0
10163220	1	0.1592
10304340	0	0.0
10344660	1	0.0174
10397700	0	0.0
10425180	1	0.3123
10487280	0	0.0
10497780	1	0.1588
10738020	0	0.0
10772940	1	0.1515
10826520	0	0.0
10871040	1	0.0581
10917120	0	0.0
10934700	1	0.0749
11009700	0	0.0
11035260	1	0.3168
11077020	0	0.0
11125080	1	0.188
11182080	0	0.0
11200260	1	0.2174
11260620	0	0.0
11289840	1	0.3124
11520780	0	0.0
11556540	1	0.0425
11601540	0	0.0
11635800	1	0.1321
11773500	0	0.0
11812320	1	0.1473
11866020	0	0.0
11883960	1	0.0321
11957520	0	0.0
11984880	1	0.1571
12120780	0	0.0
12157080	1	0.0604
12205740	0	0.0
12244560	1	0.1792
12296820	0	0.0
12336600	1	0.1715
12385440	0	0.0
12422160	1	0.1487
12468900	0	0.0
12500400	1	0.2515
12553740	0	0.0
12585840	1	0.1053
12647160	0	0.0
12677340	1	0.0373
12734520	0	0.0
12749160	1	0.0418
12811680	0	0.0
12847920	1	0.0793
13073280	0	0.0
13100700	1	0.2154
13161120	0	0.0
13191000	1	0.124
13332600	0	0.0
13364040	1	0.0444
13418280	0	0.0
13446360	1	0.1098
13500240	0	0.0
13526460	1	0.1528
13592820	0	0.0
13629780	1	0.111
13677780	0	0.0
13702860	1	0.2217
13772160	0	0.0
13795980	1	0.0986
13936440	0	0.0
13975200	1	0.0508
14028060	0	0.0
14043420	1	0.2333
14114820	0	0.0
14134500	1	0.0451
14198880	0	0.0
14222460	1	0.1059
14284260	0	0.0
14312820	1	0.1339
14376360	0	0.0
14400480	1	0.1207
14537340	0	0.0
14573040	1	0.0649
14629140	0	0.0
14661720	1	0.1435
14804040	0	0.0
14833260	1	0.0411
14883480	0	0.0
14920320	1	0.1951
15068100	0	0.0
15093240	1	0.0184
15235200	0	0.0
15263820	1	0.2002
15408120	0	0.0
15428520	1	0.1585
15493500	0	0.0
15519420	1	0.3767
15583080	0	0.0
15603420	1	0.2182
15668340	0	0.0
15697800	1	0.077
15836940	0	0.0
15859500	1	0.1565
15927300	0	0.0
15951000	1	0.3005
16104720	0	0.0
16127940	1	0.2422
16185420	0	0.0
16221240	1	0.1906
16443900	0	0.0
16482300	1	0.1805
16613580	0	0.0
16654860	1	0.2664
16704120	0	0.0
16735980	1	0.2022
16790640	0	0.0
16827660	1	0.1257
16876500	0	0.0
16908960	1	0.0419
16962720	0	0.0
16990440	1	0.0593
17047260	0	0.0
17089140	1	0.0178
17136000	0	0.0
17178060	1	0.0995
17220420	0	0.0
17258700	1	0.0388
17306280	0	0.0
17324220	1	0.0659
17482380	0	0.0
17520300	1	0.0611
17733540	0	0.0
17766780	1	0.1233
17913420	0	0.0
17939640	1	0.3317
17993520	0	0.0
18026640	1	0.1707
18171600	0	0.0
18197940	1	0.093
18253140	0	0.0
18291780	1	0.2899
18341700	0	0.0
18370920	1	0.1545
